DQN,PPO,A2C,A2C-MLP,A2C-SU
-520.1359467,-304.8682579,-479.3712759,-1057.252027,-463.2645341
-519.5973077,-311.6552692,-474.5940973,-1042.345591,-462.1884977
-521.6014852,-312.6643368,-475.474175,-1032.408528,-459.2376639
-517.3789399,-309.71473,-468.0170479,-1058.659271,-448.8763297
-515.8157374,-307.4589281,-467.6283747,-1048.864741,-448.0779485
-514.2595158,-306.7145276,-459.3987715,-1040.061086,-447.9102285
-509.4085237,-322.3291264,-453.5736946,-1034.6036,-438.8162706
-509.8661753,-329.1661281,-449.8672626,-1031.123137,-433.8040586
-501.5343915,-359.4627061,-445.0290102,-1029.837119,-434.0592493
-503.3020495,-358.2081754,-442.7173146,-1017.501856,-426.9713212
-504.8160287,-371.844412,-439.9127977,-1020.377369,-425.5457892
-499.4828552,-366.8882477,-435.7856672,-1014.809469,-421.7236318
-492.4190191,-367.1536617,-430.4635928,-1006.378589,-422.3637993
-489.1765384,-375.6249005,-427.5198016,-998.9962565,-417.2470601
-487.260007,-378.7756753,-423.0948558,-996.4014476,-413.2473657
-481.667723,-381.7066445,-417.4819849,-993.8242162,-412.0875589
-477.9031849,-382.5340072,-415.436602,-991.2635641,-410.1698654
-473.7491466,-382.2936833,-411.9432703,-993.2863178,-409.8530729
-473.7947744,-381.5069021,-406.5710336,-987.875571,-407.2179484
-468.4251548,-382.6791953,-401.417861,-996.0197405,-405.1561404
-462.3363388,-385.7601458,-396.3969894,-991.3811966,-405.4819161
-458.7205859,-385.3802624,-396.673604,-996.3047503,-404.5203147
-458.693663,-384.341263,-391.5408896,-994.2157876,-403.0278291
-454.8385061,-384.7643344,-388.0211049,-993.4469516,-407.6676282
-449.4658777,-385.9291874,-385.4238968,-987.1030264,-408.2974199
-447.6856927,-390.8409067,-381.2692764,-980.6411746,-407.0480698
-443.0002138,-391.5403417,-377.5545401,-977.0001526,-406.2415385
-439.8836987,-392.2259023,-374.296515,-969.7034196,-405.3469905
-436.9484968,-393.9256213,-370.6721282,-965.6877595,-411.2784625
-435.2037733,-391.1641085,-367.1413623,-962.1559355,-415.4251701
-433.5866757,-391.6667123,-364.9277973,-958.0502376,-427.0069206
-432.5975542,-391.3822154,-361.0460132,-951.8893043,-427.0826016
-431.1808893,-394.5631717,-358.9017713,-967.09029,-429.5370322
-428.4274848,-395.7398245,-358.5230644,-972.3769997,-431.6929962
-427.9989383,-395.5056958,-355.5306813,-965.4797624,-430.6928349
-429.4295325,-395.0415356,-370.0475118,-960.7145375,-433.6664344
-429.2863101,-393.0854335,-366.6931066,-957.4997402,-435.3587501
-425.5534504,-393.1349126,-363.0855251,-973.011035,-436.27252
-426.2697034,-394.1545394,-367.205072,-967.6246178,-440.2896333
-421.1728712,-392.4707084,-371.7658502,-968.2283394,-438.0536462
-419.3440791,-394.0485745,-377.2638558,-962.1321117,-442.5043976
-416.7124654,-394.3695024,-376.0609313,-960.7281661,-441.9254491
-412.9916007,-394.7471424,-381.224661,-957.5751175,-444.351683
-409.0076919,-394.8370732,-383.3857075,-988.8837214,-444.9408958
-405.2381229,-393.3422131,-387.3431052,-987.0584596,-448.4976103
-409.3711153,-391.3519148,-388.7075013,-988.3532237,-450.2069384
-410.3932704,-389.1345605,-391.2255336,-989.9589397,-452.9825225
-406.3116194,-396.9637168,-390.8192557,-991.2193349,-452.6517871
-403.1321306,-408.0425519,-390.1325468,-991.405397,-454.2402419
-401.7290695,-413.3885115,-398.9342504,-983.1909712,-453.6087916
-398.0383024,-418.4156343,-400.7885088,-976.0383465,-452.9748029
-394.487772,-420.6183808,-400.6134312,-975.7270493,-449.3395587
-390.5035705,-420.2918626,-400.9096468,-984.733269,-448.5884198
-387.1746357,-418.2757376,-399.1835489,-980.6763035,-447.7474396
-384.7037338,-416.4261014,-402.4917489,-981.1138177,-447.3833915
-382.0811255,-415.2037711,-413.3834691,-985.9301597,-447.0273356
-383.1094569,-414.8126841,-421.957322,-988.8795054,-447.1761106
-381.1468429,-414.1997803,-425.3089253,-987.4901375,-446.9252563
-379.151211,-415.957018,-428.5341342,-985.344612,-449.5662702
-381.0267274,-418.9298503,-427.8214287,-999.2114641,-452.0510462
-378.6308834,-421.7270595,-432.4388503,-997.9008766,-454.4759734
-378.4555042,-424.7413537,-446.7595231,-1002.247608,-453.467291
-376.6313964,-428.1470811,-446.6427433,-972.5686396,-448.9892858
-372.0506532,-428.0133016,-444.9862185,-989.1345806,-444.8370432
-367.3175571,-425.9868483,-448.1365525,-994.6401003,-440.6086777
-362.5740806,-424.1093841,-449.2878066,-993.0817226,-440.2950094
-357.7355487,-422.046157,-463.6654139,-994.4009364,-438.5663338
-352.3108236,-423.870116,-462.6762785,-1016.000495,-436.2381346
-346.6206599,-424.0911823,-457.9148688,-1019.414686,-434.6721543
-340.6200029,-418.9282767,-460.1711408,-1014.022628,-432.3397682
-339.2754552,-419.1955618,-466.3697113,-1019.680111,-427.4914459
-335.9317202,-420.6536398,-472.0345718,-1016.924189,-426.7895071
-330.5317492,-422.0384515,-469.0634316,-1015.110952,-423.1492229
-324.6561533,-423.2126724,-471.7677936,-1017.827455,-420.6225822
-321.4481518,-426.3278568,-484.4750579,-1017.624245,-418.51973
-317.2275131,-428.5965975,-508.1986684,-992.3486957,-415.6591743
-312.7330935,-431.1475188,-508.2678904,-997.533439,-414.5104463
-308.2242405,-438.6224691,-509.4049322,-996.9185858,-414.6026969
-304.4002524,-445.9095544,-504.2411564,-992.9255944,-413.0408784
-303.5968371,-453.5197479,-513.0909343,-995.7149199,-412.2243167
-300.2751789,-456.9511003,-517.1692689,-990.1611852,-411.1110643
-295.882761,-460.8968377,-523.2648603,-991.1735112,-411.7720749
-293.2071935,-462.4404829,-527.9075293,-985.2330826,-412.034713
-293.1823841,-463.8710508,-549.9928528,-977.715148,-407.2511943
-290.4748893,-464.0832355,-561.1632102,-987.4245866,-401.3958042
-286.6458266,-464.8435803,-569.3699414,-989.7352481,-400.8585829
-282.5996419,-466.742904,-572.2315964,-975.2927509,-400.7642593
-277.1618123,-469.7055438,-581.3061456,-974.0515545,-400.5835643
-274.8347093,-472.9747123,-586.7029939,-976.748442,-398.2627176
-270.922289,-474.3414833,-592.8510657,-977.4256531,-403.1717089
-267.1451535,-474.0023267,-602.6696619,-986.7290292,-403.6597328
-265.9522448,-473.8981376,-616.2244403,-993.7241733,-409.529997
-260.9951863,-473.322832,-621.425793,-1000.82689,-409.0607762
-259.5295178,-468.815159,-623.0839644,-1015.981388,-411.238204
-256.0334112,-469.1003164,-626.6519165,-989.4146289,-415.1563879
-252.2956933,-467.267124,-639.2272689,-992.7157784,-416.2008342
-248.3366088,-464.8898451,-645.152805,-990.9534837,-415.0178604
-242.9783954,-466.0395296,-680.9353611,-995.9354996,-412.9887668
-237.1035457,-469.3841467,-689.2091464,-1002.971959,-414.1987198
-233.9946063,-459.0173618,-695.3932546,-1009.715488,-418.474938
-229.0280234,-454.4253776,-699.2260818,-1010.2323,-419.2806851
-225.2758414,-453.6659446,-702.5946659,-1018.292448,-419.7303182
-220.3146134,-454.9605385,-703.2562125,-1020.007784,-421.3131977
-218.2976234,-457.96071,-716.039817,-1015.381888,-425.8642736
-216.1391779,-460.248172,-728.525087,-1029.483408,-425.2136211
-213.0137862,-461.2419618,-733.0415861,-1050.226287,-425.2719106
-211.2212477,-454.1746062,-736.7760185,-1054.04849,-429.6288926
-207.3685448,-451.0527588,-738.3869006,-1051.45925,-432.4144724
-206.9136186,-435.3914267,-742.1397823,-1052.498031,-432.1766797
-201.6363771,-434.8100386,-743.6776641,-1056.545039,-435.8822968
-197.0798399,-426.5808416,-753.6840346,-1069.031135,-437.7795187
-195.499305,-428.2496521,-756.2472959,-1072.141345,-441.3288973
-195.7672562,-427.9437469,-762.7095122,-1077.374648,-443.2063181
-193.5840422,-422.3899857,-766.2723463,-1094.636499,-448.1384882
-190.8299717,-418.7838235,-774.9538134,-1106.142199,-450.7237048
-190.1163192,-415.1289556,-781.6962911,-1117.204554,-453.6563549
-185.2507873,-412.1168674,-795.2898647,-1119.593253,-455.5577273
-185.645312,-410.6141622,-802.6768507,-1125.604866,-457.5697382
-183.8056547,-410.3486524,-821.3613218,-1126.001052,-462.3631354
-184.4276385,-407.6876608,-827.2994875,-1118.073623,-465.7820413
-184.8383631,-403.5065866,-834.6634671,-1121.325678,-467.0540771
-183.8816938,-401.8166358,-846.5532184,-1131.789292,-469.6183763
-180.3032378,-400.7858583,-856.2251432,-1131.82353,-472.9122412
-180.3367049,-399.6129729,-871.9593284,-1130.619232,-472.3435994
-180.0921473,-397.2183568,-878.180138,-1140.722485,-473.1067589
-177.9912805,-394.223116,-903.879661,-1147.102681,-475.9598697
-178.4605528,-392.7790862,-906.6765969,-1153.984887,-480.0623414
-177.0364052,-390.0546227,-907.4123146,-1160.606855,-483.8797279
-175.4945078,-387.6343375,-919.6819837,-1164.563099,-482.3234993
-173.1602202,-387.1804712,-924.0238055,-1167.718965,-484.8276538
-171.3708289,-386.2684959,-952.3252959,-1170.840404,-482.3063398
-168.3750012,-385.695062,-962.1975123,-1175.983466,-486.3637843
-166.2775064,-383.1010279,-970.8952942,-1163.692701,-491.598748
-166.0680746,-381.5514551,-983.1347225,-1171.867133,-496.6515381
-163.3019677,-380.8128642,-996.6185958,-1176.447757,-507.0718653
-159.8547804,-380.6268456,-999.5501515,-1191.50418,-519.5116514
-156.6865635,-381.6809426,-1007.222468,-1194.370767,-534.8706157
-156.5340028,-382.3436454,-1016.939026,-1182.261473,-548.4313404
-153.3241381,-385.1530121,-1021.265266,-1184.115228,-555.9400349
-154.0603717,-388.6834178,-1028.728521,-1183.245646,-557.4757912
-152.3254608,-388.0197562,-1035.897527,-1190.610025,-569.2771919
-151.8552848,-387.7329323,-1037.367444,-1200.51281,-578.4217484
-151.911817,-386.0608944,-1042.563857,-1209.768608,-574.4101394
-152.2388713,-383.9924771,-1050.843588,-1186.457528,-572.3389775
-152.7133876,-382.4880142,-1055.618475,-1185.391695,-576.6263289
-146.6553365,-381.9271154,-1064.083965,-1185.122651,-587.101403
-142.7573689,-382.1623696,-1081.383904,-1184.08056,-602.0006354
-143.8269129,-373.6725312,-1087.529958,-1181.590418,-603.3608641
-143.2272906,-361.5394255,-1103.451988,-1179.497427,-612.8500271
-141.9040159,-354.0387938,-1111.006388,-1185.67359,-626.0112246
-142.5665138,-346.7046444,-1118.438539,-1187.844079,-638.336121
-143.6726904,-341.988694,-1125.273047,-1188.214287,-652.2484615
-144.8602608,-339.4100202,-1140.016095,-1175.959094,-665.8298234
-145.5682839,-338.6541419,-1153.299291,-1175.268618,-678.9892726
-145.6438911,-337.4820449,-1197.906152,-1173.837394,-688.6446316
-146.0234348,-336.4087065,-1207.214336,-1166.695856,-695.8999928
-142.8161304,-334.5661511,-1210.993445,-1167.413226,-703.5805724
-141.8879766,-332.3850241,-1226.269519,-1165.602439,-712.929134
-140.7346471,-327.7476645,-1269.623462,-1179.067809,-727.6482129
-136.3303665,-321.8909136,-1280.250678,-1164.816032,-738.9243008
-135.7457838,-316.2007525,-1286.58863,-1167.516563,-740.9028803
-135.9563512,-310.325266,-1285.129103,-1163.247031,-751.1839873
-136.5089753,-304.034978,-1292.800227,-1162.364905,-755.4218441
-135.9256789,-299.6042923,-1305.345434,-1149.931488,-765.4504786
-135.0869399,-298.5286252,-1310.024535,-1148.664509,-769.3490418
-133.9632344,-298.5841849,-1323.999183,-1176.001679,-775.8109845
-132.329736,-298.3802865,-1319.42461,-1181.288459,-782.397144
-131.7492447,-298.0610305,-1330.953996,-1161.740886,-788.6914738
-130.854909,-297.0996674,-1338.332465,-1163.124294,-793.2393899
-130.6723693,-295.9743745,-1375.020139,-1172.084203,-795.9695991
-125.5595561,-294.3893123,-1376.088563,-1170.98128,-799.7716445
-123.6519497,-291.0964012,-1377.799281,-1178.015696,-801.2111252
-123.7812143,-288.146713,-1393.233065,-1185.846013,-803.2113341
-124.2921398,-286.0850143,-1409.857471,-1187.70594,-806.0448714
-123.8494742,-284.4661195,-1408.199887,-1203.940796,-805.9391494
-123.4527676,-282.8681364,-1391.055973,-1204.293668,-809.0551261
-123.6634713,-280.0517769,-1408.69286,-1198.60548,-811.8769231
-123.0713035,-275.9541653,-1414.839056,-1198.266617,-815.9980876
-123.1177703,-268.7538565,-1416.321563,-1203.09193,-819.5371431
-122.5121703,-262.87005,-1425.442509,-1201.245535,-822.5169476
-121.4258359,-258.2950551,-1433.404728,-1209.256886,-824.0797767
-121.3097247,-254.1234462,-1428.991658,-1217.853637,-826.2525814
-120.7360273,-251.6018847,-1425.106009,-1217.533929,-831.4597395
-119.9867941,-249.3091287,-1403.676049,-1215.420065,-837.2719336
-119.2792065,-247.267923,-1403.562566,-1208.328566,-844.2937864
-119.0853116,-244.2868607,-1393.475426,-1209.720583,-846.4629914
-119.6518444,-240.8024598,-1396.562016,-1210.20839,-849.1706578
-118.5496751,-235.8591747,-1387.015576,-1208.477687,-860.251111
-117.7499152,-230.1001285,-1402.532913,-1210.734421,-868.9308191
-117.3611119,-225.8794081,-1400.197277,-1210.807491,-867.2067414
-116.1393537,-222.1581981,-1397.677875,-1203.831713,-875.2655457
-114.9102486,-219.51011,-1396.129785,-1197.245094,-888.2667583
-114.2002048,-217.3377189,-1408.847331,-1188.632574,-907.4464214
-113.1207738,-215.9370543,-1406.111844,-1174.035509,-914.9936889
-112.4875486,-213.491891,-1407.386684,-1173.581588,-923.1602661
-112.233708,-211.4676162,-1408.386842,-1171.152164,-937.9814032
-111.3443649,-209.3040537,-1405.938519,-1169.913257,-938.5286878
-109.8355714,-206.3728233,-1425.021456,-1163.920203,-939.6891901
-108.81871,-201.6780517,-1419.263318,-1160.544009,-944.9883336
-108.1903892,-195.8229551,-1420.419407,-1149.971237,-948.6009213
-108.3026405,-191.7883425,-1429.153228,-1151.059957,-1014.10671
-107.0811264,-187.5111616,-1438.753365,-1146.525133,-1019.723439
-106.3836957,-183.3003398,-1442.99939,-1143.257981,-1026.067286
-105.551625,-179.0554778,-1442.713882,-1133.545454,-1055.9446
-103.9815262,-175.7846538,-1464.476161,-1117.951281,-1064.015061
-102.6925727,-172.8252367,-1475.431702,-1096.658415,-1073.396609
-102.5667995,-170.0697031,-1497.430613,-1099.472358,-1092.173413
-102.1511725,-167.2223557,-1516.062929,-1102.698023,-1108.440256
-101.7280507,-165.7242885,-1528.658863,-1100.564423,-1115.226053
-101.3139948,-163.7147973,-1615.109699,-1100.374499,-1128.05824
-100.151491,-162.0015171,-1638.664586,-1084.636009,-1131.548735
-100.0616798,-159.622336,-1649.683116,-1082.260938,-1149.303663
-98.52092715,-156.624432,-1662.445792,-1079.462564,-1169.407857
-97.79863524,-154.8212492,-1672.233504,-1067.350719,-1184.862281
-97.0736266,-153.6385347,-1669.427007,-1052.524937,-1203.646349
-96.67431168,-153.2402828,-1678.988108,-1038.295198,-1203.992413
-99.05476646,-152.5138593,-1683.522753,-1042.468103,-1226.105078
-97.32739704,-151.0968417,-1699.636761,-1031.762023,-1235.151803
-95.08743006,-149.4021015,-1694.000237,-1033.98015,-1259.580013
-93.40468656,-148.544107,-1699.611147,-1034.271146,-1258.490778
-92.66399026,-148.2954482,-1724.551572,-1032.107734,-1272.538247
-91.88273207,-146.9314295,-1720.464536,-1016.076883,-1286.112793
-91.57402627,-146.2082261,-1726.51383,-1016.120602,-1283.039615
-90.57875098,-144.7936839,-1723.810504,-1017.078506,-1283.743349
-89.95051618,-144.2923817,-1727.683601,-1006.157753,-1299.710237
-89.09802801,-141.1495337,-1712.129095,-1006.195113,-1315.370127
-87.33024772,-139.5630264,-1722.801115,-1003.048532,-1314.026756
-86.20517264,-139.1462875,-1738.430564,-999.3915295,-1314.33223
-86.31427179,-137.5288592,-1728.253212,-997.1153962,-1313.8733
-86.17367697,-136.6624229,-1737.270906,-991.5281761,-1310.84513
-85.98290937,-133.858221,-1722.238244,-989.351588,-1306.770036
-85.47972769,-131.2344396,-1736.357211,-985.0708412,-1309.556783
-84.38851314,-127.7686926,-1752.896572,-982.565071,-1304.490484
-82.90829307,-124.6166207,-1749.167647,-970.2875425,-1301.532361
-82.55952675,-121.264609,-1774.272137,-966.005223,-1308.518509
-81.80812533,-117.2888205,-1769.911463,-949.3151963,-1292.932065
-80.73125285,-112.8758335,-1787.616047,-948.7982907,-1279.010712
-79.89349115,-106.4181705,-1795.052137,-946.7138367,-1262.562534
-78.94886513,-98.33498684,-1809.827514,-948.1425724,-1250.711572
-78.91036326,-91.68088585,-1816.629688,-949.8896731,-1254.838426
-77.96558968,-86.13519478,-1812.67827,-949.2847446,-1237.377902
-76.81115868,-81.83596633,-1815.545119,-942.7638063,-1226.295581
-76.04453646,-78.61317796,-1819.241525,-940.7096418,-1228.601099
-75.49988105,-75.6614166,-1812.110958,-940.5825504,-1229.302186
-74.63514986,-72.5985648,-1807.06002,-949.4368995,-1220.632174
-73.73872031,-69.93736618,-1799.603458,-954.4906141,-1209.013317
-72.91398769,-65.83749569,-1780.137305,-958.7249813,-1190.966295
-71.34253187,-62.43881447,-1782.331938,-960.3308222,-1189.53071
-71.12429158,-60.0489349,-1774.328754,-967.9155522,-1179.875878
-70.71817738,-57.13557494,-1758.707125,-973.891504,-1166.850347
-70.28723072,-55.58130462,-1752.131209,-987.4635434,-1155.815165
-69.24831041,-54.19144466,-1753.532424,-1009.30117,-1149.299232
-67.99864151,-52.91730016,-1743.429837,-1014.903014,-1135.795797
-68.02141039,-51.63670512,-1732.04043,-1020.239785,-1122.645125
-66.49780714,-50.65633697,-1695.531749,-1028.360678,-1113.498868
-64.98313479,-48.9402619,-1675.105715,-1037.269502,-1110.518491
-63.29569539,-47.30362714,-1667.932359,-1031.137871,-1103.435833
-62.71241927,-46.41797435,-1653.409396,-1033.648988,-1095.176276
-62.66026853,-45.77533316,-1610.043038,-1017.568227,-1076.743465
-62.07122266,-44.99599574,-1599.334313,-1012.314487,-1063.935528
-61.5085439,-43.55749053,-1609.085173,-1004.909238,-1060.398819
-60.32598142,-42.18191755,-1596.431701,-1006.282264,-1051.948857
-59.96854478,-41.61924538,-1601.652987,-1002.147356,-1048.776257
-59.5285737,-38.27413872,-1586.564131,-995.9072578,-1043.893421
-59.55969363,-34.81927891,-1578.557669,-988.4792206,-1041.723216
-58.64807266,-30.42339692,-1564.988916,-962.3537578,-1039.262728
-58.55273151,-26.59928241,-1552.981269,-953.3672157,-1034.092057
-57.61132964,-23.18383312,-1548.152694,-950.6089424,-1029.515519
-57.50794982,-22.1956502,-1542.680471,-939.5125936,-1028.948466
-56.88654587,-20.16917487,-1507.020689,-928.6568074,-1030.284538
-56.76645294,-17.32457781,-1501.712842,-922.828039,-1029.214535
-56.07014973,-16.20379152,-1496.080278,-914.9758843,-1038.249569
-55.07502118,-15.10884187,-1486.595603,-903.0041448,-1038.541161
-55.0648302,-14.06024087,-1472.318067,-895.3844013,-1037.451001
-54.50331421,-11.52152738,-1462.729244,-877.5069659,-1038.102969
-53.41963367,-10.00690359,-1461.886417,-870.4504206,-1039.179415
-53.22972296,-9.317584442,-1441.703705,-865.4710134,-1037.359314
-53.19288206,-7.912400499,-1437.842973,-858.8470351,-1033.964744
-49.55134792,-7.351385536,-1444.538478,-851.7252864,-1029.876365
-49.51147044,-6.460263943,-1437.695323,-844.0174234,-1027.175345
-50.05238831,-5.741507304,-1439.288166,-834.5631575,-1024.582749
-49.35036578,-5.251380432,-1447.221967,-818.5609689,-1020.156757
-49.32258909,-4.866723828,-1463.137151,-811.6236691,-1017.185537
-48.69532244,-4.344293102,-1476.333205,-806.6281072,-1015.780717
-48.08311513,-4.125574375,-1481.545802,-797.9531512,-1011.11056
-48.4176572,-4.151640183,-1507.995996,-788.959838,-1007.152421
-47.39444645,-4.030605873,-1522.508858,-783.8054459,-1005.30304
-47.48008512,-4.038502255,-1545.377689,-779.1095693,-997.8120714
-46.85918083,-4.348367218,-1539.695083,-770.219004,-988.8087005
-46.42360274,-4.559411391,-1535.163892,-766.5566128,-989.7491802
-46.03917937,-5.387752338,-1538.264503,-760.496182,-985.173611
-46.01335366,-6.270163831,-1526.41203,-756.6710959,-971.4802902
-45.45154378,-6.499287512,-1513.940896,-748.6198303,-954.4815867
-44.06346471,-6.407069326,-1522.833963,-744.037257,-944.0325904
-43.41660922,-6.559231284,-1533.891302,-736.7832608,-934.4243788
-42.94241381,-6.135857765,-1535.536196,-731.2549992,-918.0012743
-41.1784,-5.873284224,-1547.162379,-723.5691059,-921.0605907
-41.31446002,-6.360299927,-1502.10649,-713.9111479,-923.1293771
-40.20385525,-5.915168182,-1509.649877,-709.4514711,-921.6784975
-40.1212727,-5.761817083,-1508.679709,-706.814054,-923.5630255
-38.58563974,-6.133583272,-1499.635878,-696.5961184,-859.2161139
-38.80851477,-5.79014404,-1487.662782,-691.4307875,-858.6098976
-38.69006421,-5.948741581,-1484.089381,-690.3250322,-855.8089976
-38.39943917,-5.943264545,-1474.332277,-686.5803452,-830.9124104
-37.82900252,-5.332778837,-1441.726427,-685.9416346,-830.86296
-37.91904211,-4.633664342,-1429.46658,-698.2918364,-827.8665698
-35.19248832,-4.768070929,-1406.535974,-689.4430586,-808.8660029
-34.83548736,-5.083140865,-1388.263866,-686.3588498,-797.5763449
-35.33829162,-4.762299259,-1378.871827,-681.6007649,-797.7028268
-35.81432623,-4.609167215,-1301.099722,-680.159786,-784.8094694
-35.84588921,-4.433297513,-1279.469141,-679.4418216,-782.9975593
-34.29159106,-4.37194479,-1277.907195,-678.8986243,-765.5228596
-35.19403878,-3.983101337,-1281.904122,-672.3698482,-750.9817754
-34.91569995,-3.652883063,-1285.967197,-664.8575937,-735.7919041
-33.12436703,-3.259369382,-1312.38647,-666.375038,-723.0647329
-32.9859583,-2.052855813,-1335.438735,-665.618318,-719.3621395
-33.14585542,-1.47435063,-1347.322747,-658.985922,-695.9242241
-31.49111988,-0.507240783,-1348.067424,-658.9335667,-686.1300375
-30.79715948,-0.345739205,-1336.395681,-667.3937784,-657.7424203
-30.95896003,0.514035428,-1345.329458,-662.2761726,-659.7887625
-30.45938351,1.221674847,-1328.593971,-662.4500117,-646.4425703
-29.87412525,1.674175545,-1328.712488,-668.3576787,-634.0404156
-29.66962648,3.258815143,-1322.915492,-662.0853984,-634.7206359
-28.8943712,4.764120388,-1323.187989,-662.31762,-631.9179125
-29.10120077,5.975116756,-1324.099559,-662.6747756,-615.1662226
-27.35047377,6.972928955,-1330.51292,-661.1238889,-602.1893447
-27.63307052,9.618428618,-1331.866905,-656.0970672,-601.2558301
-25.28479798,11.2009242,-1315.866565,-655.3523143,-597.9050125
-23.30706102,12.26735101,-1318.271809,-652.1254023,-600.656301
-21.04265947,14.26558262,-1307.441634,-651.0652161,-600.7447791
-18.31724915,14.90337786,-1295.675528,-654.954971,-601.6194637
-18.35384992,15.77164445,-1273.832559,-655.1748067,-593.9516661
-18.26632128,17.68873612,-1248.536395,-653.6429253,-592.9320933
-17.46884779,19.42632203,-1239.451873,-649.1206032,-588.319925
-13.92306294,20.3579846,-1203.314836,-646.494408,-571.2221091
-13.26067179,21.2766003,-1193.697314,-652.0874564,-570.2457833
-13.45294618,19.60412917,-1170.358632,-647.8841982,-567.9827275
-13.53188019,18.26665474,-1155.212796,-642.8384948,-567.9805818
-12.9553682,18.45514883,-1131.779601,-648.9683429,-567.7323588
-11.99832982,18.20782974,-1112.74994,-648.7483674,-563.8944623
-10.6635979,17.46044778,-1103.339989,-641.6609887,-564.6670178
-9.406752703,18.03691802,-1098.470996,-663.2279361,-565.808924
-9.082777255,18.79543876,-1083.528166,-664.0791861,-564.6867431
-7.046107038,19.21306108,-1079.325279,-682.8009891,-564.5598452
-7.206694129,17.95931857,-1074.899845,-674.558711,-563.9516188
-5.29740749,17.20208895,-1070.916816,-669.3960294,-561.8608008
-5.286157445,15.59399729,-1069.087703,-672.6414926,-560.3356478
-5.533507758,15.04075001,-1059.627786,-667.9844245,-558.167921
-5.587895614,14.95716779,-1050.563644,-680.8998155,-554.7509188
-4.738778721,14.52048534,-1048.562258,-689.2052163,-553.5212892
-2.506465297,14.27274665,-1043.819,-688.3353384,-550.5790957
-2.15660259,14.61997374,-1033.518249,-666.2839804,-543.5405069
-2.089685957,14.91555867,-1027.16859,-703.0423527,-541.6884598
0.775243488,15.91643753,-1024.86086,-714.775206,-539.8877171
0.648030173,18.00658547,-1012.136317,-711.1067642,-537.357865
0.911359055,19.90793693,-1011.607148,-707.5992364,-531.2915262
0.608662067,22.00000629,-1004.605582,-708.2640361,-528.8259774
0.937084903,22.66554583,-998.2861075,-707.2780309,-526.1022111
1.084353337,25.34434668,-994.8244454,-711.0132232,-526.1533091
2.380884328,27.67863283,-993.8289089,-709.5888767,-522.6431189
4.661364857,29.59855338,-972.4965065,-716.6045576,-520.139943
4.44739516,31.57255136,-971.0441172,-735.3038288,-515.1462131
6.309116321,33.21945642,-958.8715444,-742.2707887,-513.0084121
6.288555979,33.85667771,-958.8824414,-754.3894967,-508.2724498
