DQN,PPO,A2C,A2C-MLP,A2C-SU
6.288555979,-8.88310818,-1310.842891,-238.3405839,-1512.584084
9.226371665,-9.065356633,-1310.483838,-236.5262129,-1514.367508
10.85641441,-9.290439177,-1314.757551,-234.9018343,-1510.570291
10.57702734,-9.037113623,-1314.327173,-233.6877008,-1506.12938
9.909977035,-9.711081515,-1327.81261,-224.2792508,-1506.226147
9.829581035,-9.143692322,-1329.037816,-221.2277133,-1516.82393
11.39975908,-7.8137794,-1334.284581,-217.7728908,-1526.617629
13.40422284,-7.166663584,-1335.571675,-212.0364475,-1520.918253
13.97223805,-9.469614295,-1328.250137,-208.9779176,-1514.784443
13.65851772,-10.51145938,-1329.219072,-204.6117764,-1524.651114
16.81042943,-13.87600944,-1320.533985,-201.1875127,-1510.545839
15.55840812,-15.91772789,-1311.455992,-198.6247125,-1497.779447
15.34690908,-18.04104284,-1311.223533,-195.3238977,-1493.545552
16.04665917,-20.37332857,-1299.75442,-193.6697019,-1483.057137
16.4436977,-21.89307006,-1301.504033,-191.6250194,-1467.362921
15.36039317,-22.13883197,-1291.809096,-190.3655706,-1447.44987
15.10510813,-22.38597348,-1282.282837,-188.4884126,-1423.175688
17.63153188,-22.26635089,-1259.746392,-187.6959485,-1425.945613
19.13506899,-21.36932246,-1245.178117,-186.6724572,-1402.179526
21.42447228,-20.0755782,-1219.065609,-185.608842,-1377.506863
22.17679001,-17.94179414,-1206.587071,-183.7766502,-1358.542713
22.36032009,-16.05128379,-1154.383408,-182.5443602,-1359.227128
24.71459565,-13.49723107,-1140.244675,-181.8647466,-1336.910256
26.34279327,-11.35926452,-1077.82856,-180.7233593,-1294.794917
26.34706284,-8.490173684,-1054.297333,-179.9157816,-1273.480624
26.51355258,-7.630513007,-1045.747003,-177.3839349,-1272.236929
28.14508709,-6.679325739,-1020.086713,-176.2636605,-1256.96259
29.56248737,-5.439396364,-963.2197443,-175.2877848,-1244.375977
29.76024726,-4.276710306,-957.7804074,-173.9910468,-1223.165986
30.16484023,-3.327086569,-947.2168778,-173.2280091,-1199.424545
28.73181318,-2.937249941,-913.9093948,-173.3374696,-1177.760852
30.76821094,-2.834997953,-869.7127822,-172.5866966,-1180.805661
30.9458122,-2.240717951,-868.0329705,-172.5747277,-1183.643021
29.70021732,-1.811048944,-847.7457063,-171.7133747,-1170.261813
29.62068255,-1.733113994,-832.1846875,-170.5241599,-1162.230866
30.61390877,-1.753509311,-822.4076199,-170.1238593,-1156.464062
31.0747403,-0.241389869,-811.4413382,-168.3381288,-1163.58613
32.66978512,1.375462624,-802.8151099,-168.2664652,-1163.849899
32.90631113,2.508980505,-791.917675,-167.9299446,-1156.623886
34.12102582,3.663282789,-782.2172088,-166.8752538,-1157.337444
35.88129757,4.101716427,-773.7336634,-165.9411174,-1149.367398
36.02914787,4.540887726,-772.1202417,-165.7933182,-1151.402163
35.92997237,5.502864045,-768.6710309,-166.1094132,-1156.066888
35.87059908,6.068781157,-762.1631254,-166.3970815,-1157.946916
36.68002882,5.917501094,-756.4556222,-166.3435982,-1158.177476
37.37018134,6.880966615,-754.08328,-166.0281427,-1157.957166
37.73750095,8.124209955,-743.8636554,-166.1442891,-1155.516195
40.11825596,7.96909168,-737.2469525,-165.752739,-1157.997554
39.27409423,7.221971475,-733.5692772,-165.4938672,-1159.008512
42.03438257,6.052498428,-728.8438944,-165.9628981,-1154.4632
43.06867415,5.092480046,-721.5217319,-165.9831244,-1156.265193
42.91417047,4.718846667,-715.2483282,-165.0742118,-1153.800325
45.08047663,3.644469815,-711.690937,-164.8264313,-1149.329923
47.77344382,2.057005697,-706.3261748,-164.9772314,-1148.933441
46.78925889,0.55816691,-702.3860031,-165.3070509,-1149.638173
46.88689012,0.320084975,-696.5961117,-165.1438189,-1148.115851
48.6872749,-0.910606985,-690.2232107,-165.1793364,-1141.151512
50.32167826,-2.154361777,-685.8814304,-164.1782482,-1139.764645
50.13214001,-3.194656595,-679.8874612,-163.6034689,-1134.91877
51.77959422,-5.429450418,-671.7263335,-165.1080634,-1118.238638
52.0389006,-7.591373287,-667.2577563,-165.2438176,-1114.133788
54.23911497,-9.825762936,-660.8031275,-164.5299543,-1112.940789
52.55788184,-10.99336211,-652.3854415,-164.040156,-1107.236026
52.36947092,-12.42149468,-650.7912734,-163.4123691,-1095.291151
49.70748542,-13.10395198,-649.9957362,-163.9013361,-1078.457537
50.72982118,-14.25502353,-646.8933814,-164.3925886,-1066.307578
51.27891029,-14.61672483,-640.0875764,-164.7668194,-1056.269123
50.36636488,-15.10116076,-636.9845379,-164.5194784,-1044.156372
50.2346613,-14.87926257,-626.1580136,-164.951699,-1029.765214
50.36430832,-15.33290628,-622.1104066,-164.3767769,-1029.350915
51.54771848,-15.20934627,-611.2655868,-164.0432758,-1019.075681
50.16227045,-14.89205717,-592.1748924,-164.14916,-1005.536561
52.56628525,-14.57226812,-591.7158358,-163.6716905,-993.7314009
52.31453476,-15.05986788,-585.0947806,-164.3221689,-981.0872119
54.05625591,-15.01270619,-569.750644,-164.7092343,-979.2388133
55.93080516,-14.7094639,-563.8248992,-164.5581145,-974.5693799
54.12832121,-14.3766981,-551.6881738,-164.2549986,-953.7056295
52.45911651,-14.74988051,-467.7325757,-163.8448619,-943.9345944
50.77848911,-14.92702086,-459.9154303,-163.2547134,-924.4333404
52.39357799,-14.98233652,-459.5171786,-163.7537413,-895.9226369
51.05512768,-14.65627189,-435.951001,-164.537203,-887.5044606
51.83803523,-14.17523698,-436.5756364,-164.5138976,-883.6071585
52.66673283,-13.79925475,-436.3059387,-163.9209212,-870.5833246
51.70328891,-13.52644143,-430.1486375,-164.8329226,-832.4119063
52.68384696,-12.27810363,-430.3104217,-163.9930358,-827.8518695
53.96209903,-10.36659153,-422.6792892,-165.2805993,-821.3422577
56.76149,-10.54415687,-418.6997549,-163.9068861,-807.091579
57.65175761,-12.39960963,-409.1156055,-163.6942234,-735.8230211
59.3564975,-12.61937232,-404.8280047,-163.084996,-716.6434101
61.08074378,-12.09813659,-403.4137562,-163.0468994,-713.6348613
60.59763242,-10.36877396,-401.1104153,-164.3106313,-708.7569635
61.15136431,-9.743168417,-401.5572965,-165.191067,-701.1961524
63.0259382,-7.692262386,-397.5574695,-164.2041045,-675.0204277
65.39701055,-7.102571833,-394.2027287,-164.4357019,-659.7261985
67.13595571,-8.371472433,-391.4780566,-165.3959017,-643.6855577
68.3739058,-7.715674133,-388.1216037,-165.3806759,-632.6564904
67.33280264,-5.619415474,-386.3360108,-166.314005,-618.2428612
64.7116539,-6.708820798,-383.4931993,-166.3317656,-609.9175386
66.96952677,-7.307935492,-381.4300229,-167.2546351,-604.5774297
66.76436839,-7.253809211,-375.5331139,-166.5233002,-590.1881898
68.03218929,-5.865830685,-368.608268,-166.4643088,-587.947208
67.86543198,-3.413065154,-358.8349311,-166.4159308,-580.1853046
67.97004567,-1.113781799,-347.6473351,-166.7763084,-570.6886892
67.98863865,0.956627393,-334.2464036,-167.0877746,-566.0323963
70.72523241,2.955528492,-316.1072401,-166.8237966,-550.1844051
72.99892132,5.42716479,-299.8242952,-166.6575436,-531.0046374
73.1811354,6.086197248,-283.3488608,-167.0424297,-519.9217976
73.54018166,8.510317897,-269.3782015,-167.5361458,-509.4073471
76.00100565,10.61907957,-258.4587026,-168.0574179,-502.3971156
76.95993075,13.2615063,-247.7255058,-168.7677963,-489.9083142
76.67051616,14.11737695,-238.9735489,-169.904775,-487.4026587
79.70325179,15.98509336,-234.353251,-171.3356327,-480.4234649
81.23745241,17.30357999,-227.0707008,-171.859333,-472.3700004
82.0538588,18.87412364,-223.597848,-172.1422492,-470.7272456
83.95065082,19.78070645,-217.7465421,-173.0589682,-469.3869422
84.45577318,20.59203409,-212.2612408,-173.7495184,-463.6379821
86.58492184,21.19082594,-208.2506222,-174.5243,-460.9152147
85.67349192,21.84006641,-204.6855546,-173.9695961,-456.0343643
85.13079813,21.80346656,-202.6546636,-175.0948145,-452.6885691
84.45363713,22.54015819,-201.0140277,-175.012535,-447.9498104
83.36373752,21.0819962,-199.3635177,-175.768426,-443.7361745
85.27970855,20.55915454,-197.3890046,-176.5452848,-442.6331067
84.14936493,20.23447021,-196.0443479,-176.4313366,-442.0759989
84.64547607,20.46596277,-194.3318715,-177.4579607,-441.0106055
85.41514976,19.46481408,-193.1565451,-177.8837078,-440.3265679
86.53221424,19.785054,-191.7633745,-179.949722,-440.9460752
87.01021715,19.63829825,-190.0806544,-181.0297908,-441.3352934
85.32878031,20.15165398,-189.4843625,-180.7925009,-437.215071
87.81640346,20.13784617,-188.0924703,-182.0590727,-433.8860963
87.8070604,20.02419568,-186.1038039,-183.1778428,-428.5472059
90.23654311,20.31092972,-183.9586371,-182.1177736,-424.0042511
90.31373399,21.32413324,-182.6638569,-182.0553078,-416.1556665
91.660279,21.68371567,-181.6593421,-182.2217815,-400.3568584
93.8254975,22.58525604,-180.4900842,-182.9036491,-397.4943128
93.76082005,24.64762694,-179.7231908,-184.4066005,-393.6483372
93.60782346,25.7729349,-178.1123766,-184.9072548,-391.3480456
95.57935694,25.01586755,-177.2921895,-185.8848176,-377.9822296
93.43176551,25.07089404,-175.4124196,-183.6910014,-370.6673154
95.10180825,24.31149007,-174.4637344,-184.3538546,-359.145228
96.33830562,23.51244364,-174.082526,-185.5297867,-348.4843523
96.66049564,23.71034631,-171.7429388,-186.6723661,-342.4984234
96.71285931,24.39116449,-169.7781722,-187.0690572,-333.4265527
98.29580879,24.52882168,-168.659145,-186.5521195,-325.6327034
96.51459824,25.4036866,-167.6462135,-186.7202922,-321.1653278
98.07990583,27.45098142,-166.4307873,-186.9368562,-315.4973182
99.79737482,28.62628163,-163.9507792,-185.044854,-310.7823021
100.5116304,28.59923117,-163.3182746,-184.7689805,-307.3262932
100.3850892,28.93037706,-161.0147814,-184.8800403,-303.027267
101.8708525,31.15321778,-160.0427762,-184.9464321,-298.9040723
102.029795,32.58741299,-158.4134053,-184.6611988,-296.6922819
100.7627737,35.10921555,-157.1602812,-184.2149127,-293.9176662
99.1179273,37.13330201,-155.1176627,-184.2248179,-290.3428172
99.62360084,39.04926161,-154.3374992,-183.5448529,-287.2931961
99.70246929,40.45643208,-151.6672977,-183.1563474,-285.2788888
102.9768104,41.58093582,-150.1745112,-182.2325628,-283.9603599
104.9458671,42.59707791,-148.9193822,-182.2167166,-282.9642977
105.5492254,43.94561019,-146.3416593,-182.5650683,-282.5771746
105.8195866,45.55784708,-143.846573,-182.827147,-280.4515326
108.1423795,46.75498239,-141.7506158,-182.1213149,-279.1656672
108.781381,50.09824302,-139.9982285,-182.0377185,-276.4848784
110.7544725,51.99817485,-137.7566292,-181.0521527,-275.6422786
110.0268308,54.79797648,-135.2219353,-180.6323352,-275.6659872
112.1221227,58.41621337,-133.4196908,-180.0001333,-274.6994056
114.0669021,61.17685948,-131.1562181,-179.3713988,-273.9116956
115.7673606,64.81970137,-128.0320561,-178.3699258,-274.0937964
115.11304,68.26080078,-125.3124445,-176.9677944,-274.2087788
113.7459954,71.20961665,-122.9144343,-176.0095303,-274.5827871
114.8664191,73.27223157,-120.0609073,-175.1424043,-274.8133704
116.2776119,74.33996911,-117.7976706,-173.9740477,-274.0725963
115.7201235,76.16827749,-113.7451696,-172.6786934,-272.9141354
115.824853,78.55006364,-109.9974582,-172.2189978,-273.0692625
116.9104853,80.06404027,-107.1404632,-170.548712,-273.5505694
117.5036891,81.09663812,-104.7241733,-170.0943372,-274.6860451
119.8726862,83.2350759,-101.7050778,-169.2276415,-275.0597645
120.7912201,85.75178947,-97.45150052,-167.1197452,-275.2307727
120.8668792,86.59900182,-92.41595026,-166.4495082,-277.5531829
124.8676405,89.41277889,-87.40089229,-166.1078428,-278.1087268
126.8783571,90.60235416,-83.79845657,-166.7652407,-277.6436553
129.2838599,93.56819438,-79.47914386,-167.0373344,-279.3124787
128.471412,95.91978571,-74.3494503,-166.2455828,-281.752974
130.5367236,98.23787374,-68.86500525,-163.0962657,-281.6889949
130.834457,98.85128412,-64.8516504,-161.8611242,-284.5475278
128.2917706,100.7202151,-62.51003693,-161.5657581,-283.5721746
131.9141795,101.2969083,-57.64713297,-159.6909609,-284.8130413
133.0943882,101.1085615,-53.80706633,-160.3986399,-283.8993577
133.3503667,99.90573563,-47.92703324,-159.1734403,-283.4067449
133.2133868,100.0161542,-42.00783272,-159.1272375,-284.0367312
133.3576714,100.0194679,-37.03521367,-158.2086436,-282.7025834
133.8448897,100.5382073,-32.43189511,-158.6131477,-282.0095233
134.0434148,99.50212138,-27.32437369,-158.6615648,-281.4333146
133.0294345,98.05549425,-22.92574477,-158.1769868,-280.3616197
134.9400619,97.39820216,-18.84523028,-157.8260094,-279.7737907
134.9891312,94.8530352,-14.02755869,-158.8975134,-278.8492553
134.9352026,93.57865063,-8.836196478,-157.8464356,-278.5632006
134.7647758,93.3037919,-5.866186941,-156.6046752,-276.5221941
135.7042748,90.89904122,-2.025396368,-156.9027902,-274.1133134
138.7336612,89.15848046,1.704440832,-156.5645574,-270.9898098
140.8818404,88.71645563,5.485717915,-157.3430061,-269.2260079
140.523071,88.26708453,8.051674852,-156.4534065,-266.928344
140.9909661,88.02913274,9.808118791,-156.4385889,-264.7082494
141.8301102,86.77606188,12.78332968,-156.3062018,-262.3436728
141.7806539,84.90597709,15.38725999,-156.9817175,-261.5096554
141.5245925,82.77118093,17.59909644,-156.3899022,-259.4843272
142.8896552,81.26641457,19.9827807,-156.8688235,-256.8014376
142.602572,80.14833295,21.30179035,-157.5420161,-254.8429499
140.8697503,78.9252197,23.366766,-157.5471383,-252.6300535
141.2591018,78.79164382,26.19844781,-157.0473763,-250.0627202
140.9773091,77.04647466,27.74005432,-156.6134372,-247.5662933
140.8367779,76.89524202,29.77663128,-156.3064652,-246.3954584
139.8951832,76.28100165,31.94570922,-154.5248907,-243.9403132
140.9482587,78.02779058,33.79861327,-153.4926393,-242.0314952
141.7534376,77.73242944,35.96291477,-152.9260616,-239.5765009
140.4168278,78.10181224,37.91200531,-151.8943209,-238.2142869
141.4040259,77.79804448,39.19641887,-150.9393,-235.2478366
142.1903042,77.97161822,41.63524093,-151.2360938,-232.7155081
139.1795582,77.88753206,43.55929394,-149.8342464,-231.2375435
139.898649,77.62737694,46.10583789,-148.4837558,-228.7558888
141.2930752,77.70995452,47.80485612,-149.2201064,-227.0715669
142.223636,77.6681468,49.85373056,-147.7952831,-225.43593
142.6284171,76.14384076,52.23658667,-148.8876393,-222.2358118
144.8788654,76.32213024,53.75814089,-148.3973757,-219.6811145
145.2131979,75.53146894,54.14235397,-147.6551328,-217.133171
147.3434201,73.77184857,55.70060669,-148.0471366,-213.5889932
148.1113046,72.30013437,57.63087508,-146.9962893,-211.6107228
150.3179312,71.46121033,58.46133667,-147.0547789,-208.7994133
151.495449,71.59231094,60.13151762,-147.1297017,-205.518367
151.8807789,72.81893196,60.29735919,-147.5144768,-201.5982635
154.5441796,72.5789171,63.62749894,-147.3778424,-198.3110228
154.9708053,73.49241584,67.02693317,-146.6805475,-193.7444246
157.1291729,74.68591679,69.44077706,-145.5777927,-190.2359439
156.8485663,74.06940781,71.94291604,-145.1740678,-186.5311808
157.098473,73.74247159,74.25815386,-145.3516956,-184.5177359
158.2401542,73.17005674,76.09865758,-144.0272499,-181.8819257
158.7452614,71.83811424,77.2249155,-143.3957593,-178.9124312
161.3485894,70.49603879,78.77068978,-142.3841278,-176.7062332
161.3017884,70.06959613,79.7083189,-140.5479534,-174.1104105
160.9715118,69.89618712,80.31454059,-140.2109506,-172.2511479
163.42577,68.26721608,80.88929963,-141.16918,-171.2395394
164.3097557,67.27242077,81.61747547,-139.429145,-169.9752698
164.4950459,66.09187867,82.17879078,-138.0267378,-168.6289084
164.6673338,65.22953764,82.27353191,-136.5906281,-166.5574464
167.0003455,64.00789516,83.09060433,-135.1651692,-164.5485581
167.112815,63.47368403,83.22050572,-133.9155249,-162.6490133
169.8974451,62.96802233,83.17136896,-132.2779068,-161.4840255
169.8131166,61.12590315,83.2670797,-131.9096124,-159.5928345
170.5530727,59.10185958,82.84062355,-133.1023583,-157.8314513
172.3642411,57.43549057,83.26459747,-132.1148254,-155.2480143
171.435478,57.46311064,83.22865045,-130.8717373,-152.6781671
172.205431,55.16684045,83.19410491,-130.2324086,-150.0954265
172.1129488,55.05544844,82.69032169,-129.2421088,-148.1626064
174.5394674,53.73995543,82.90121343,-128.3853816,-145.5652505
177.1247169,51.71793193,82.80717135,-128.0306546,-144.0952591
177.1874076,50.48683394,83.14305831,-127.4244983,-142.4622322
177.0683017,49.32681913,83.47841305,-126.9707979,-140.6607993
176.8464967,48.29157452,84.95346019,-126.7041845,-138.5751132
177.1632744,47.18998669,85.4546803,-125.0324487,-136.0591203
178.1327095,45.91221908,87.22199371,-123.5530761,-134.7537618
178.5056876,44.8507854,89.44146697,-122.5585413,-133.9609543
176.2611326,44.38905199,91.57911753,-122.1482888,-132.8427673
176.724695,42.49108644,93.2182219,-120.3797706,-132.9623649
176.8345402,41.99525033,94.2740429,-120.9557052,-131.8077758
175.8297115,41.1851662,95.87458454,-120.8051125,-130.6129574
175.9028307,38.96065817,96.98870153,-120.6915462,-129.6795242
177.2795978,38.62921279,98.80729816,-120.8692215,-128.6375447
177.8960458,36.89728025,100.5274581,-120.6603998,-126.9651717
177.4251418,34.90525446,100.7525593,-120.5778842,-125.5063675
179.0645183,32.92632334,101.3920336,-119.9876692,-123.43422
178.8742295,32.16989243,101.9507831,-120.3319381,-121.7746348
180.1221598,32.58179351,102.8717358,-120.4401709,-120.0655673
182.4657439,32.54599144,104.5942149,-120.503114,-118.2054782
182.8895484,31.86649796,105.3997147,-120.3946772,-116.4361687
183.1869516,32.13486326,107.2478695,-120.7955567,-114.0276745
182.1245492,32.59955192,107.9509626,-120.5499531,-110.8925394
181.7649945,32.91665469,109.3352682,-120.0989644,-108.507456
182.0341656,32.34540565,109.4598735,-120.4586912,-105.6892224
182.0381394,33.48490697,109.4718329,-120.1459453,-101.4416012
181.5450954,32.68869686,109.2861164,-120.3050621,-97.22587887
181.7400989,33.33375139,109.7829271,-118.9518055,-93.9250332
182.4544789,32.69728967,110.2178355,-117.5238197,-90.08811342
183.9890739,32.13243591,109.221053,-117.4793756,-85.03089712
183.4932941,31.21264135,107.9887309,-119.4245432,-80.90090759
185.3981858,31.4297776,109.0206156,-118.2616459,-74.4803975
187.4575156,31.11946503,110.8455978,-117.5836766,-70.92987995
187.0219675,31.75988925,109.3346474,-117.6041177,-65.82177012
186.9904764,32.85840308,110.6143676,-116.3232178,-62.22207538
188.7544897,33.66015338,110.5037704,-116.7831237,-59.71057023
188.6586305,35.12324298,109.460968,-116.6019935,-57.07717072
188.5686069,36.34375423,110.1735213,-116.2907312,-55.70047949
189.1649066,36.89476616,111.9820641,-115.2524067,-54.93330088
189.6024099,38.66052324,112.780324,-114.2656393,-53.45656483
192.0881263,39.57233719,111.9002952,-113.105258,-53.06177673
191.8781723,40.87641209,112.1766486,-112.0338527,-52.36371019
192.1134834,42.20480823,111.491793,-110.3363372,-52.52279865
191.9061557,43.80780838,110.1374834,-108.9076658,-51.88276387
192.5991652,44.63639217,109.7513869,-108.2975985,-52.54365554
193.3839662,46.32402433,108.4862985,-106.9661568,-52.56151851
193.0559376,47.42922298,107.018654,-105.2278629,-52.66605505
194.0931587,48.06643834,106.1932326,-103.782166,-53.22038843
194.3444958,48.27528072,105.5321502,-104.3119255,-53.13126284
194.8262483,49.16159177,106.1021297,-103.3783289,-53.57316866
194.9322488,50.27778062,104.2913518,-102.8170656,-53.35237998
194.9692163,51.22255721,102.4619467,-101.7606641,-53.34878052
195.5156032,52.36401309,100.9339359,-101.6659477,-53.43371098
197.4312574,54.05084501,99.08033254,-99.74555775,-53.58281286
198.1647817,54.69659407,98.24988881,-98.0855171,-53.40520143
200.7411358,55.54572722,97.84039343,-97.65692252,-53.1786497
,56.32262729,95.76935472,-95.95985156,-53.65363786
,57.34702578,94.78520014,-95.40099216,-53.73485256
,57.92792725,93.08034979,-95.13123252,-52.8714625
,58.83934863,91.70188945,-95.96230351,-52.5450616
,59.91154089,91.09803658,-96.80247022,-52.0748051
,60.18864904,89.47241467,-96.31924614,-51.53524403
,60.57119905,87.88003715,-96.1122451,-50.90151057
,61.35058837,89.0339093,-95.93077843,-50.33930861
,61.67300949,88.30904287,-94.84707363,-49.69308206
,62.87940955,86.84590446,-95.48090093,-48.86228308
,64.25829779,86.27264594,-96.00477878,-48.57927152
,63.61762021,86.92515934,-94.5271859,-48.41944756
,64.69954585,86.4314319,-93.92648887,-47.92867816
,65.63166922,86.04573174,-92.78766209,-47.37687731
,66.4194818,85.86723912,-92.1717383,-47.10010473
,68.10297239,87.22108381,-91.2558868,-46.86129415
,69.15353127,88.16991624,-89.44073937,-47.14107487
,70.57068349,88.69109479,-88.90337266,-46.4443963
,72.92401243,90.84632952,-87.08729058,-46.70088539
,73.72901218,91.74611907,-84.64882403,-46.53609347
,74.3598835,95.03896247,-82.48553768,-46.35717468
,75.72639683,94.73873556,-81.46611834,-46.22965514
,75.64247563,94.83044607,-80.0062979,-46.20861395
,75.82742157,95.37513827,-78.74745671,-46.10079226
,77.17139468,95.94303214,-78.15815892,-46.03617946
,77.40214076,96.71345455,-76.99393795,-45.04480137
,78.57399917,98.631207,-76.16746764,-44.60477171
,79.57254413,100.4122487,-75.50894696,-44.49233981
,81.33522627,102.2800527,-74.72927795,-44.09738457
,80.57279136,104.14713,-74.25559858,-43.84285656
,80.47766506,106.7494367,-73.23534705,-42.92111981
,82.83158645,109.1725136,-72.35528863,-42.00023514
,83.88374177,111.4270424,-71.95055556,-41.24786708
,85.16036153,114.0507467,-71.52925521,-40.29636878
,86.43424986,116.2162213,-71.0548768,-39.76902314
,87.27579135,118.4980126,-70.84238264,-39.29595362
,87.36186653,120.919859,-70.75210048,-39.17720746
,87.7724504,123.7480361,-70.29006273,-38.09411678
,88.18579196,126.0891085,-69.54491415,-37.44895059
,89.0687831,128.5637156,-68.89416503,-36.91660103
,90.25501065,130.7525648,-69.83488502,-37.14494243
,90.95570831,133.541736,-69.50771101,-36.73954497
,92.32044633,136.3860692,-70.4292716,-37.09263673
,92.33287421,139.4692332,-70.16845647,-36.97771124
,93.76285626,141.9194114,-70.30111885,-37.00428394
,96.10698143,142.9746746,-69.79356076,-36.62796249
,96.73158142,145.763022,-69.5590165,-36.02166531
,97.87704867,147.8757999,-67.71144059,-35.74235179
,97.97662727,146.3465405,-66.99948587,-34.74088506
,99.04162183,148.3531615,-68.46699104,-34.60533205
,100.2940435,149.046674,-68.83639187,-34.10738887
,100.9492659,149.5490815,-68.96692263,-33.63319531
,101.1173491,150.1994817,-69.07851762,-32.90362013
,101.9593241,148.6418661,-68.91398576,-32.40868174
,103.8173206,150.1849516,-68.63768765,-31.96035323
,104.150563,151.2364877,-68.40681149,-32.11561558
,104.5219035,153.2461483,-67.59633708,-31.72223347
,104.0722725,151.8255556,-67.07851853,-31.39694397
,104.0511588,152.7272376,-66.89679936,-31.38290908
,104.2950329,154.5886888,-66.60464678,-31.15859376
,104.6523286,156.2302769,-66.86634449,-30.87578211
,104.6051038,157.3999924,-66.89240077,-30.46831945
,104.0452021,158.3567915,-66.33320864,-30.03142367
,104.2642377,159.4950794,-66.64858899,-29.63923283
,103.7626355,159.8581615,-65.60616158,-29.3326254
,103.0624898,160.4472776,-65.14960962,-29.0835832
,102.1057498,161.8519089,-64.26669599,-28.97318231
,100.8943858,162.4633693,-64.42088141,-28.25877281
,100.6417049,164.0142678,-64.28399047,-27.28857745
,101.3777623,164.6123501,-64.18036297,-26.81569295
,100.8178935,164.6747383,-63.37728281,-26.94911167
,101.748415,165.5022039,-63.46641126,-28.35807663
,102.2664436,166.1056486,-63.29152535,-28.57879116
,101.8577254,167.3927649,-62.76268928,-28.20408222
,102.6368784,168.8527356,-62.55558804,-27.77856939
,102.459185,169.2423409,-62.83021779,-27.18408713
,103.3142776,168.7652517,-63.19929252,-26.85832531
,102.8774898,170.2455648,-63.74235573,-26.31800197
,102.9178202,169.9965334,-63.60701395,-26.73840591
,103.2550018,170.2158037,-62.34726616,-26.33815118
,102.5985148,171.345616,-61.99390631,-26.13327108
,101.976604,171.4569621,-61.76602971,-25.54096257
,101.9511422,171.4080384,-61.42876084,-25.13910747
,100.5281706,171.6907665,-61.46749075,-24.7603915
,100.6752818,171.7271905,-60.85834609,-24.37302347
,100.3793942,171.2062662,-60.98583473,-23.67568043
,101.2895599,171.7454084,-60.64549888,-22.72632465
,100.9544762,172.6015043,-60.82726441,-22.52470556
,101.0592791,172.0610541,-60.60944912,-21.71155738
,100.7357892,171.3124241,-60.43221862,-21.53229434
,100.8704014,172.7459035,-60.56092352,-20.94710325
,100.9614151,173.4408398,-60.40482947,-19.89232095
,101.7378546,174.7711874,-58.91004087,-19.86528851
,101.6413857,175.6372197,-58.43676106,-19.600201
,101.7499438,177.2258477,-58.23314479,-19.60927227
,101.9646996,178.9349186,-57.70630375,-19.32966269
,101.8174291,180.6878761,-56.95306491,-19.38569598
,100.7919287,182.5195756,-56.29142072,-19.25264464
,101.3172886,184.6471936,-56.14841179,-19.03717879
,101.3209571,185.4805988,-56.01430641,-18.66376278
,102.1637034,186.9066613,-56.0058767,-18.19765419
,101.8850886,188.9029883,-55.31222663,-18.23572959
,101.6562002,191.0560892,-54.55835317,-18.22147178
,101.4990936,193.10896,-53.61774266,-18.1266569
,101.0837473,194.0353205,-52.01129723,-17.78809996
,102.0637215,196.6459017,-50.50205725,-17.71822921
,101.835,198.749061,-49.96054312,-17.79645795
,101.9092217,199.0961291,-49.32684666,-17.43270169
,102.1631366,200.1531082,-48.24359652,-17.31866733
,102.9175548,,-47.66697594,-17.08606193
,103.6370933,,-46.72085223,-16.81970873
,105.2096363,,-45.9492849,-16.53862381
,105.6033627,,-45.82187337,-16.13614591
,106.3710163,,-45.26960026,-16.20997503
,105.3071132,,-44.92397669,-15.92502861
,106.2185017,,-44.69143477,-15.71832608
,107.505456,,-44.58658177,-14.8007459
,107.4579904,,-44.15766078,-14.78372629
,106.6911052,,-43.74909718,-14.75220197
,107.0831147,,-43.18147883,-14.50767
,106.5535962,,-42.91203679,-14.61268281
,106.2132981,,-42.74693472,-14.325384
,106.3745806,,-42.68428929,-14.13555315
,106.4367954,,-42.82910107,-14.49969558
,106.5374721,,-42.16369505,-14.199908
,106.9886629,,-41.92590503,-14.22950872
,106.9863361,,-41.67519232,-13.8909078
,107.3523273,,-41.34366682,-13.74323622
,107.3145134,,-40.95545128,-13.95899586
,108.7989225,,-40.79308783,-13.76300644
,109.3385932,,-40.55073499,-13.50006742
,108.2618209,,-40.35241166,-13.29822385
,108.2120931,,-40.29665115,-13.24866654
,108.4161,,-39.91058786,-13.33787998
,108.6173495,,-39.73569535,-12.9184889
,109.0313251,,-39.41013216,-12.75528835
,109.2567314,,-39.14700435,-12.2249172
,109.5576721,,-39.00517555,-12.60443984
,111.0720163,,-39.11991437,-12.47830514
,111.6096217,,-38.83921592,-12.46020719
,111.7157035,,-36.90320423,-12.25639797
,111.7097927,,-37.17531608,-12.09149174
,112.1081289,,-36.054723,-11.64215929
,112.4274822,,-35.81172422,-11.81138381
,111.5103576,,-35.32294092,-11.55352874
,110.6965023,,-35.3620711,-11.65368006
,111.3505799,,-34.88349653,-11.93623521
,111.3469826,,-36.50081107,-11.41338078
,112.3226954,,-36.88822252,-11.29842906
,112.3044147,,-35.64308709,-11.14416036
,112.4738661,,-35.13496366,-10.64603648
,112.8763116,,-35.09759573,-10.02952281
,114.8404094,,-34.79422051,-9.66544175
,115.4136416,,-34.31779055,-9.925379441
,114.4943744,,-33.96427481,-9.481155549
,114.8525671,,-33.33499328,-8.938156585
