DQN,PPO,A2C,A2C-MLP,A2C-SU
9.29,,,194.58,200
9.29,,,194.58,200
9.29,,,194.58,200
9.28,,,194.58,200
9.28,,,194.58,200
9.28,,,194.58,200
9.29,,,194.58,200
9.31,,,194.58,200
9.33,,,194.58,200
9.34,,,194.58,200
9.33,,,194.58,200
9.33,,,194.58,200
9.33,,,194.58,200
9.3,,,194.58,200
9.3,,,194.58,200
9.29,,,194.58,
9.3,,,194.58,
9.29,,,194.58,
9.28,,,194.58,
9.28,,,194.58,
9.29,,,194.58,
9.27,,,194.58,
9.28,,,194.58,
9.28,,,194.58,
9.28,,,194.58,
9.27,,,194.58,
9.27,,,194.58,
9.28,,,194.58,
9.27,,,194.68,
9.26,,,194.68,
9.26,,,194.73,
9.26,,,194.98,
9.27,,,195.25,
9.27,,,195.28,
9.26,,,195.61,
9.25,,,195.61,
9.25,,,196.07,
9.25,,,196.47,
9.25,,,196.83,
9.27,,,197.04,
9.26,,,197.15,
9.27,,,197.57,
9.27,,,197.82,
9.28,,,197.9,
9.27,,,197.9,
9.28,,,198.2,
9.28,,,198.6,
9.27,,,198.6,
9.28,,,198.6,
9.26,,,199.07,
9.26,,,199.49,
9.26,,,199.49,
9.27,,,199.67,
9.28,,,199.67,
9.28,,,199.67,
9.28,,,199.67,
9.29,,,199.67,
9.3,,,199.67,
9.3,,,199.82,
9.29,,,199.82,
9.31,,,199.84,
9.31,,,199.87,
9.3,,,199.87,
9.31,,,199.87,
9.3,,,200,
9.28,,,200,
9.29,,,200,
9.28,,,200,
9.29,,,200,
9.29,,,200,
9.29,,,200,
9.31,,,200,
9.32,,,200,
9.31,,,200,
9.32,,,200,
9.35,,,200,
9.35,,,200,
9.36,,,200,
9.37,,,200,
9.37,,,200,
9.37,,,200,
9.38,,,200,
9.38,,,200,
9.38,,,200,
9.38,,,200,
9.37,,,200,
9.36,,,200,
9.38,,,200,
9.4,,,200,
9.4,,,200,
9.4,,,200,
9.42,,,200,
9.43,,,200,
9.43,,,200,
9.45,,,200,
9.47,,,200,
9.48,,,200,
9.47,,,200,
9.5,,,200,
9.5,,,200,
9.5,,,200,
9.49,,,200,
9.49,,,200,
9.49,,,200,
9.48,,,200,
9.48,,,200,
9.49,,,200,
9.48,,,200,
9.48,,,200,
9.49,,,200,
9.49,,,200,
9.49,,,200,
9.49,,,200,
9.5,,,200,
9.5,,,200,
9.51,,,200,
9.5,,,200,
9.51,,,200,
9.52,,,200,
9.52,,,200,
9.51,,,200,
9.52,,,200,
9.53,,,200,
9.51,,,200,
9.51,,,200,
9.51,,,200,
9.51,,,200,
9.5,,,200,
9.5,,,200,
9.5,,,200,
9.51,,,200,
9.52,,,200,
9.52,,,,
9.52,,,,
9.52,,,,
9.52,,,,
9.5,,,,
9.48,,,,
9.48,,,,
9.49,,,,
9.5,,,,
9.49,,,,
9.47,,,,
9.46,,,,
9.48,,,,
9.47,,,,
9.47,,,,
9.48,,,,
9.45,,,,
9.45,,,,
9.45,,,,
9.46,,,,
9.47,,,,
9.47,,,,
9.48,,,,
9.5,,,,
9.49,,,,
9.49,,,,
9.49,,,,
9.49,,,,
9.49,,,,
9.5,,,,
9.49,,,,
9.49,,,,
9.49,,,,
9.48,,,,
9.47,,,,
9.47,,,,
9.48,,,,
9.47,,,,
9.47,,,,
9.46,,,,
9.46,,,,
9.47,,,,
9.46,,,,
9.43,,,,
9.44,,,,
9.44,,,,
9.45,,,,
9.46,,,,
9.46,,,,
9.47,,,,
9.48,,,,
9.48,,,,
9.49,,,,
9.5,,,,
9.51,,,,
9.5,,,,
9.48,,,,
9.48,,,,
9.48,,,,
9.48,,,,
9.48,,,,
9.47,,,,
9.47,,,,
9.45,,,,
9.43,,,,
9.43,,,,
9.41,,,,
9.42,,,,
9.41,,,,
9.41,,,,
9.4,,,,
9.41,,,,
9.42,,,,
9.43,,,,
9.43,,,,
9.43,,,,
9.42,,,,
9.41,,,,
9.41,,,,
9.41,,,,
9.43,,,,
9.43,,,,
9.42,,,,
9.41,,,,
9.41,,,,
9.41,,,,
9.41,,,,
9.4,,,,
9.4,,,,
9.41,,,,
9.4,,,,
9.41,,,,
9.43,,,,
9.45,,,,
9.45,,,,
9.46,,,,
9.45,,,,
9.45,,,,
9.45,,,,
9.44,,,,
9.44,,,,
9.43,,,,
9.43,,,,
9.42,,,,
9.42,,,,
9.44,,,,
9.44,,,,
9.43,,,,
9.42,,,,
9.41,,,,
9.42,,,,
9.43,,,,
9.43,,,,
9.43,,,,
9.44,,,,
9.42,,,,
9.44,,,,
9.45,,,,
9.46,,,,
9.46,,,,
9.44,,,,
9.44,,,,
9.42,,,,
9.41,,,,
9.41,,,,
9.4,,,,
9.41,,,,
9.4,,,,
9.4,,,,
9.39,,,,
9.41,,,,
9.42,,,,
9.43,,,,
9.44,,,,
9.45,,,,
9.45,,,,
9.44,,,,
9.45,,,,
9.45,,,,
9.44,,,,
9.44,,,,
9.45,,,,
9.45,,,,
9.47,,,,
9.46,,,,
9.45,,,,
9.44,,,,
9.43,,,,
9.42,,,,
9.42,,,,
9.43,,,,
9.44,,,,
9.44,,,,
9.43,,,,
9.44,,,,
9.45,,,,
9.45,,,,
9.44,,,,
9.46,,,,
9.45,,,,
9.51,,,,
9.51,,,,
9.54,,,,
9.56,,,,
9.57,,,,
9.59,,,,
9.59,,,,
9.59,,,,
9.6,,,,
9.61,,,,
9.62,,,,
9.62,,,,
9.61,,,,
9.61,,,,
9.61,,,,
9.62,,,,
9.62,,,,
9.62,,,,
9.63,,,,
9.7,,,,
9.72,,,,
9.75,,,,
9.79,,,,
9.8,,,,
9.79,,,,
9.79,,,,
9.78,,,,
9.79,,,,
9.79,,,,
9.79,,,,
9.79,,,,
9.79,,,,
9.78,,,,
9.76,,,,
9.76,,,,
9.75,,,,
9.76,,,,
9.77,,,,
9.76,,,,
9.75,,,,
9.74,,,,
9.75,,,,
9.75,,,,
9.77,,,,
9.78,,,,
9.79,,,,
9.78,,,,
9.78,,,,
9.78,,,,
9.79,,,,
9.78,,,,
9.77,,,,
9.77,,,,
9.77,,,,
9.79,,,,
9.79,,,,
9.79,,,,
9.79,,,,
9.97,,,,
9.96,,,,
9.96,,,,
9.94,,,,
9.95,,,,
9.95,,,,
9.96,,,,
9.95,,,,
9.95,,,,
9.96,,,,
9.97,,,,
10.02,,,,
10.02,,,,
9.99,,,,
9.98,,,,
9.97,,,,
9.95,,,,
9.96,,,,
9.97,,,,
9.99,,,,
10,,,,
10,,,,
10,,,,
10.19,,,,
10.2,,,,
10.17,,,,
10.17,,,,
10.17,,,,
10.15,,,,
10.15,,,,
10.15,,,,
10.15,,,,
10.17,,,,
10.15,,,,
10.14,,,,
10.14,,,,
10.13,,,,
10.12,,,,
10.11,,,,
10.12,,,,
10.11,,,,
10.11,,,,
10.05,,,,
10.06,,,,
10.02,,,,
9.99,,,,
9.98,,,,
9.96,,,,
9.97,,,,
10.02,,,,
10.03,,,,
10.03,,,,
10.03,,,,
10.01,,,,
10.01,,,,
10.04,,,,
10.02,,,,
10.02,,,,
10.02,,,,
10.02,,,,
10.02,,,,
9.96,,,,
9.92,,,,
9.88,,,,
9.83,,,,
9.82,,,,
9.83,,,,
9.85,,,,
9.86,,,,
9.86,,,,
9.87,,,,
9.85,,,,
9.84,,,,
9.84,,,,
9.84,,,,
9.85,,,,
9.86,,,,
9.86,,,,
9.85,,,,
9.85,,,,
9.84,,,,
9.85,,,,
9.86,,,,
9.85,,,,
9.89,,,,
9.9,,,,
9.91,,,,
9.91,,,,
9.95,,,,
9.99,,,,
10.02,,,,
10.04,,,,
10.08,,,,
10.09,,,,
10.11,,,,
10.38,,,,
10.35,,,,
10.36,,,,
10.35,,,,
10.35,,,,
10.19,,,,
10.24,,,,
10.28,,,,
10.29,,,,
10.3,,,,
10.32,,,,
10.37,,,,
10.44,,,,
10.5,,,,
10.59,,,,
10.8,,,,
10.79,,,,
10.84,,,,
10.91,,,,
10.98,,,,
11.07,,,,
11.08,,,,
11.07,,,,
11.07,,,,
11.06,,,,
11.08,,,,
11.3,,,,
11.31,,,,
11.12,,,,
11.19,,,,
11.27,,,,
11.31,,,,
11.33,,,,
11.36,,,,
11.39,,,,
11.59,,,,
11.66,,,,
11.83,,,,
11.84,,,,
11.84,,,,
11.85,,,,
11.89,,,,
11.97,,,,
12.02,,,,
12.05,,,,
12.1,,,,
12.15,,,,
12.36,,,,
12.6,,,,
12.81,,,,
12.86,,,,
12.91,,,,
12.92,,,,
12.91,,,,
12.85,,,,
12.85,,,,
13.07,,,,
13.11,,,,
13.15,,,,
13.17,,,,
13.16,,,,
13.18,,,,
13.21,,,,
13.25,,,,
13.44,,,,
13.62,,,,
13.61,,,,
13.6,,,,
13.61,,,,
13.87,,,,
14.06,,,,
14.09,,,,
14.11,,,,
14.14,,,,
14.16,,,,
14.21,,,,
14.43,,,,
14.44,,,,
14.45,,,,
14.45,,,,
14.45,,,,
14.66,,,,
14.7,,,,
14.76,,,,
14.77,,,,
14.81,,,,
14.85,,,,
15.92,,,,
15.91,,,,
15.86,,,,
15.85,,,,
15.85,,,,
15.84,,,,
15.81,,,,
15.97,,,,
16.12,,,,
16.15,,,,
16.17,,,,
17.68,,,,
17.73,,,,
17.5,,,,
17.53,,,,
17.54,,,,
17.57,,,,
17.58,,,,
17.55,,,,
17.68,,,,
17.85,,,,
17.92,,,,
18.09,,,,
18.06,,,,
18,,,,
17.93,,,,
17.87,,,,
17.79,,,,
17.57,,,,
19.44,,,,
19.41,,,,
19.37,,,,
19.31,,,,
19.25,,,,
19.3,,,,
19.35,,,,
19.41,,,,
19.47,,,,
19.45,,,,
19.44,,,,
19.61,,,,
19.83,,,,
19.92,,,,
19.94,,,,
19.99,,,,
20.07,,,,
20.06,,,,
20.04,,,,
19.84,,,,
19.99,,,,
19.84,,,,
19.87,,,,
19.97,,,,
19.96,,,,
19.91,,,,
19.83,,,,
19.8,,,,
19.77,,,,
19.7,,,,
19.65,,,,
19.45,,,,
19.41,,,,
19.24,,,,
19.22,,,,
21.08,,,,
21.64,,,,
22.14,,,,
22.18,,,,
22.18,,,,
23.34,,,,
23.33,,,,
23.33,,,,
23.54,,,,
23.71,,,,
24.62,,,,
26.29,,,,
26.31,,,,
26.18,,,,
26.02,,,,
26.06,,,,
26.1,,,,
26.14,,,,
25.91,,,,
25.73,,,,
25.71,,,,
25.66,,,,
25.61,,,,
25.6,,,,
25.54,,,,
25.33,,,,
25.34,,,,
25.74,,,,
27.64,,,,
27.63,,,,
27.55,,,,
27.52,,,,
27.59,,,,
27.59,,,,
27.71,,,,
28.24,,,,
27.98,,,,
29.63,,,,
30.53,,,,
32.07,,,,
32.18,,,,
34.08,,,,
34.1,,,,
33.9,,,,
33.73,,,,
33.67,,,,
33.63,,,,
32.13,,,,
32.06,,,,
32.03,,,,
32.38,,,,
32.43,,,,
32.45,,,,
32.46,,,,
34.02,,,,
35.29,,,,
35.84,,,,
37.68,,,,
39.1,,,,
40.23,,,,
41.74,,,,
42.69,,,,
44.18,,,,
45.56,,,,
47.46,,,,
47.46,,,,
49.26,,,,
50.95,,,,
52.85,,,,
54.74,,,,
56.6,,,,
57.85,,,,
59.67,,,,
61.5,,,,
63.4,,,,
65.1,,,,
66.82,,,,
67.94,,,,
69.47,,,,
71.04,,,,
72.75,,,,
74.56,,,,
76.46,,,,
78.06,,,,
79.97,,,,
81.65,,,,
83.23,,,,
84.88,,,,
86.69,,,,
88.31,,,,
90.22,,,,
92.1,,,,
93.85,,,,
95.75,,,,
97.28,,,,
99.19,,,,
101.09,,,,
102.46,,,,
104.33,,,,
106.22,,,,
105.48,,,,
106.69,,,,
107.91,,,,
109.78,,,,
111.68,,,,
112.2,,,,
114.07,,,,
115.81,,,,
116.92,,,,
118.63,,,,
119.03,,,,
119.23,,,,
121.08,,,,
122.93,,,,
124.55,,,,
125.83,,,,
127.71,,,,
129.58,,,,
131.47,,,,
133.37,,,,
135.27,,,,
137.08,,,,
139,,,,
140.89,,,,
142.8,,,,
144.71,,,,
146.41,,,,
147.91,,,,
147.72,,,,
149.63,,,,
151.4,,,,
153.3,,,,
155.09,,,,
156.92,,,,
158.62,,,,
159.96,,,,
161.05,,,,
161.32,,,,
162.33,,,,
162.69,,,,
164.47,,,,
164.37,,,,
166.25,,,,
168.15,,,,
170.05,,,,
171.97,,,,
173.87,,,,
175.76,,,,
177.58,,,,
179.48,,,,
180.83,,,,
182.64,,,,
184.5,,,,
186.39,,,,
186.74,,,,
187.2,,,,
188.35,,,,
188.23,,,,
188.53,,,,
189.31,,,,
189.71,,,,
190.68,,,,
191.09,,,,
191.61,,,,
191.59,,,,
191.59,,,,
191.67,,,,
191.87,,,,
191.87,,,,
191.87,,,,
191.87,,,,
192.48,,,,
192.5,,,,
192.49,,,,
192.49,,,,
192.49,,,,
192.49,,,,
193.05,,,,
193.26,,,,
193.51,,,,
193.62,,,,
193.62,,,,
193.62,,,,
193.92,,,,
193.92,,,,
193.92,,,,
194.19,,,,
194.42,,,,
194.42,,,,
194.66,,,,
194.62,,,,
194.65,,,,
194.8,,,,
194.8,,,,
195.19,,,,
195.19,,,,
195.19,,,,
195.52,,,,
195.52,,,,
195.52,,,,
196.26,,,,
196.39,,,,
196.58,,,,
196.58,,,,
196.56,,,,
196.56,,,,
196.56,,,,
196.7,,,,
197.27,,,,
197.27,,,,
197.76,,,,
197.73,,,,
197.73,,,,
197.73,,,,
197.99,,,,
198.58,,,,
198.58,,,,
198.47,,,,
198.47,,,,
198.47,,,,
198.47,,,,
198.57,,,,
198.57,,,,
198.57,,,,
198.57,,,,
198.57,,,,
198.77,,,,
198.77,,,,
198.94,,,,
198.94,,,,
198.77,,,,
198.77,,,,
198.77,,,,
198.84,,,,
198.9,,,,
198.9,,,,
198.9,,,,
198.9,,,,
198.81,,,,
198.81,,,,
198.81,,,,
198.78,,,,
198.78,,,,
198.78,,,,
198.78,,,,
198.72,,,,
198.72,,,,
198.72,,,,
198.8,,,,
198.8,,,,
198.98,,,,
199.02,,,,
199.02,,,,
199.02,,,,
199,,,,
198.87,,,,
198.87,,,,
198.99,,,,
199,,,,
199,,,,
199,,,,
199,,,,
199,,,,
199,,,,
199.02,,,,
198.91,,,,
198.91,,,,
198.91,,,,
198.91,,,,
198.91,,,,
198.91,,,,
198.82,,,,
198.82,,,,
198.83,,,,
198.83,,,,
198.83,,,,
198.7,,,,
198.7,,,,
198.7,,,,
198.7,,,,
198.7,,,,
198.7,,,,
198.7,,,,
198.7,,,,
198.54,,,,
198.54,,,,
198.54,,,,
198.54,,,,
198.54,,,,
198.59,,,,
198.63,,,,
198.63,,,,
198.63,,,,
198.63,,,,
