Environment: LunarLander-v2
Agent: PPO
Experiment: wind_and_turbulence_experiment
Parameter: Wind power = 1, Turbulence power = 0.5
Time Taken: 3407.0755174160004 seconds
Episodes: 2000 episodes
Reward threshold: None
Episode	Train Reward	Test Reward
1	-66.47261424792973	-115.91224909155821
2	-79.75756384719037	-110.45711277855412
3	-146.10203270784754	-273.69141787184384
4	-459.2149342539857	-369.8972038310293
5	-112.32112956048289	-238.61948275863534
6	-196.2318420174916	-717.7367254848674
7	-205.9216534099641	-732.6087278651438
8	-135.3608867544499	-666.4779437200682
9	-169.08571699989324	-532.9632836534645
10	-130.27501087015338	-271.1159595269067
11	-146.11644376645637	-448.57837896539365
12	-224.81914959403235	-187.98573129923244
13	-112.65114536896782	-149.75847555322713
14	-58.48603091798321	-156.52096930552344
15	-89.75966897192399	-147.02428109976785
16	-276.46169819222405	-166.93516842068584
17	-121.34908622099486	-125.15540840738058
18	-79.53890040787975	-118.3333885408405
19	-236.7289125007077	-106.3133544294655
20	-131.37701326270994	-135.3092750668081
21	-309.86629876492987	-104.74936173897981
22	-68.68410696353459	-715.2865661942986
23	-123.85258931682287	-1315.8271974153542
24	-189.7899305613794	-1374.9355847792565
25	-109.18258258820941	-1101.7391377094923
26	-223.14301668979977	-702.5990953092321
27	-542.639297807374	-572.1323711013107
28	-430.7017381012448	-1036.340345683353
29	-190.75796424175644	-784.7546930750176
30	-754.708709272354	-729.7896707525532
31	-301.49625430599906	-490.971323447639
32	-493.1241175370973	-1019.423332999589
33	-124.82998862767178	-974.5713556066562
34	-239.4752099178704	-1852.150361406295
35	-90.59725288506057	-569.5635291507815
36	-136.9835265159768	-1259.1968389080685
37	8.721970877855256	-1128.6243673598638
38	-296.7044443681313	-1128.4045855648296
39	-85.06347930188409	-1798.9556455723148
40	-69.6578619154275	-671.5033852508222
41	-67.35782553393716	-1383.8079323426957
42	-147.11673015296455	-384.7612182104779
43	-88.54987557446836	-1240.933056803023
44	-236.26392664621633	-950.0211251022582
45	-58.410276664587855	-1940.5005718350765
46	-25.982829447575355	-1042.067147002471
47	-752.6582673085459	-1407.7106199531388
48	-16.582781261916097	-2663.8497583614667
49	-59.5586587332086	-466.8493480823652
50	-197.25014794531018	-1601.0285634171828
51	-525.6132117772383	-1490.1587583322755
52	-128.79117503090663	-1021.8879682186034
53	-469.26072909976807	-994.4399459574217
54	-26.42121040267041	-993.6087743869513
55	-130.60090141049926	-1060.3284241194015
56	-43.3951834302392	-681.4261699281893
57	-309.5575776121348	-1171.6262431637676
58	-499.9336568386921	-172.41088306536108
59	-197.03912474771715	-2662.709092414297
60	-80.04450189083795	-418.41132158540466
61	-380.96718724797677	-642.2072266852
62	-153.64721243236116	-113.30016515759712
63	-533.6358783915566	-461.0839745353989
64	-127.85829871102165	-186.60165141977268
65	-440.4932129093805	-199.052209600614
66	-71.78140785675566	-898.5319789371565
67	-63.61491999681021	-604.7529192398204
68	-67.59484615232299	-520.8267177750624
69	-566.6647452915406	-169.13230703929108
70	-660.147375306564	-784.517877759992
71	-509.5672604057352	-737.2069013309772
72	-342.429798645811	-302.8417294715447
73	-439.76272818940737	-72.36655267016931
74	-74.39371875757583	-695.2736891324707
75	-452.68529696457364	-551.0979871719808
76	-378.77766008001345	-668.3735644931187
77	-26.220887463222	-311.63033549097145
78	-176.6927997290148	-889.4055214229932
79	-472.56227048116784	-510.1702747194304
80	-81.000906275541	-219.05305141134613
81	-217.9873858109157	-747.593779648532
82	-206.86315410694414	-383.5419069793227
83	-289.0327555149059	-224.76872483588846
84	-263.4434211164978	-666.0479131701478
85	-27.37768457297318	-673.2750427625092
86	-129.66891475537633	-489.5286620844408
87	-266.33384732458774	-377.64555406883204
88	-209.61211931301034	-347.551368750098
89	-290.5627794946821	-191.65761985124507
90	-70.47809556823927	-112.41523217752082
91	-11.806462020679419	-395.10010923060446
92	-187.17219773057312	-316.13306182002276
93	-302.94662993613304	-336.0724525433388
94	-142.2874295402042	-117.210051052159
95	-205.3777515797077	-145.7080251439181
96	-335.62365930163196	-581.7238127052699
97	-276.7965155853374	-241.3713386793992
98	-238.93454559761147	-207.76204779250045
99	-62.61716060288821	-286.6573176527214
100	-260.6289599794045	-170.5199782607637
101	8.567542562102602	-254.70304181642655
102	-311.5799281073813	-746.3536829719803
103	-15.289917797087952	-148.9684185166577
104	-329.05771275821314	-416.12319581575645
105	18.6789699188665	-506.31495377261444
106	-296.81224368105285	-488.10386061629134
107	-277.893337962225	-102.02322949951295
108	-242.68728183710599	-635.2679006007967
109	-374.1202067416906	-452.23376366284504
110	-51.29880388862947	-503.97964577138674
111	-326.5064847981245	-490.3043228118477
112	-216.31320314062208	-319.3565148571083
113	-288.7390224920366	-545.5368680669916
114	-6.3894780261072555	-569.0729875505403
115	-292.81517888351726	-586.0018062822444
116	-497.9153923367154	-249.769149549213
117	-269.45290464854736	-153.69602060661538
118	-146.24399766404167	-518.4660499527813
119	-23.42949238663948	-489.77411054446287
120	-208.65293935132001	-292.71395237738034
121	-230.2728880060926	-197.9121095097743
122	-23.04000979359479	-712.6008779156251
123	-111.22267774174989	-648.0808849191459
124	-40.2536714988981	-296.73643118435086
125	-39.49178195086469	-449.63654602373526
126	9.52692062127376	-491.32835205090095
127	31.255221446510205	-123.90215883592587
128	-47.474569681994595	-278.3384199170463
129	14.246326929409248	-509.32203575313986
130	58.657011282372316	-396.11799485326503
131	-133.1316343424182	-424.7337565749418
132	-283.2122985858538	-374.1107225132776
133	-14.857607498702261	-308.14460566305183
134	-28.315454168395675	-371.1123645039965
135	-317.17379161036	-434.8360681281579
136	-215.0579006127136	-465.21452904036414
137	-237.0977697195235	-462.33440069078347
138	-289.5671412209056	-406.05361242710234
139	-204.89156467311838	-491.89632998583943
140	-91.5970136271317	-592.4603128548222
141	-177.69429582896433	-623.3425055070906
142	5.3980350155740275	-686.71147069449
143	20.54114573111039	-743.1735867567168
144	-373.87812321482556	-623.6322745512515
145	-591.9873611179369	-560.6617697020498
146	-423.3944347751059	-449.03125592114634
147	-40.612491525295	-474.5181627850782
148	-317.3760242820054	-473.91436708565885
149	-52.40323736566898	-562.2443250005949
150	-56.6752491535311	-472.5183732222815
151	96.7513687640235	-421.32442112161624
152	-223.97920033135026	-600.6060520784093
153	-80.31122261634542	-661.0707518361514
154	-30.04509179481984	-570.6227122711612
155	8.069325038993131	-748.122921944059
156	-93.68018800413964	-841.4481568504239
157	66.22189753054899	-788.405072330302
158	-106.82964869742162	-761.7791845771013
159	-13.139124481402831	-814.0268769196861
160	-362.6268241141946	-818.9691678492072
161	-235.34752554438847	-671.6572529588158
162	-228.94708975830463	-737.3704412577565
163	-323.26832339617965	-656.3266892516741
164	-41.57328875314629	-696.6334618356714
165	-48.91179703137822	-739.9635933955055
166	-61.4887158610199	-893.8171437079624
167	-110.80495919142842	-1075.0083452352403
168	-68.65125890755749	-863.041151640959
169	-117.25508133624459	-669.1561539201446
170	-88.76232529454066	-709.7917881795973
171	-7.245383823578322	-613.0394083937198
172	79.98696369217231	-557.607277260757
173	-42.57050119213355	-400.8019692436738
174	-44.330803723713004	-303.6947554875869
175	69.87891103297257	-353.3479499268125
176	85.18821174251178	-274.4950949395653
177	-23.437241277293012	-362.24746154907734
178	-52.16316243019884	-252.4432847564847
179	-23.899913063973898	-392.3997127251673
180	-81.85067790918076	-434.4070816951833
181	37.91809830235553	-405.5263315039998
182	73.76198702944012	-265.52385893210646
183	-108.11218409663323	-353.7128057892324
184	-111.78147208684764	-418.5919471833932
185	-50.66388296579704	-414.3106628820621
186	51.8993124060945	-379.3857456839151
187	-271.75054845565546	-297.62926268971256
188	-81.59609238482233	-217.5900863266215
189	-127.34620210850123	-380.9198763279538
190	33.52336665547447	-292.8742706901179
191	50.21621611435068	-281.22527948684785
192	60.91517184443039	-273.43667629859533
193	-53.58228345176742	-255.70938257941341
194	53.861262894991874	-233.01566548065009
195	-26.018168154847473	-361.6370901520974
196	87.31032488618027	-265.74032401237355
197	37.00020903138491	-316.3373402971033
198	110.3392821977355	-386.37466217031005
199	81.71333274262342	-393.62451429778747
200	34.95770442812825	-366.6617843188237
201	47.303470797375354	-448.28036923144407
202	61.97247669821415	-263.99012802259773
203	79.3882063321346	-141.0707036341995
204	3.562113191881963	-124.86357172144834
205	84.98927347009555	-112.19086133186131
206	131.1868631808302	-146.07308099703005
207	127.77497321193265	-115.62234026256658
208	95.88688003407206	-127.52545546634846
209	130.4957190100028	-172.4264227046275
210	206.94005976707496	-126.54309884024103
211	113.92406021478443	-156.3721775235691
212	67.0980263242576	-147.30122632291344
213	92.51881024305877	-93.69995681406881
214	28.146987165430623	-67.69047642483879
215	138.6545985555024	-79.73109062796348
216	114.72119819877169	-64.75820250706215
217	124.2761306291629	-91.26149477233962
