Experiment 1,Experiment 2,Experiment 3,Experiment 4
-159.1892421,9.36,-77.96558968,-116.2989987
-154.3426454,9.37,-76.81115868,-114.6373874
-148.9674547,9.36,-76.04453646,-113.5532012
-146.8807095,9.35,-75.49988105,-111.2716628
-140.6734359,9.35,-74.63514986,-110.9095799
-141.4425153,9.34,-73.73872031,-110.1151633
-139.3753237,9.34,-72.91398769,-105.9466295
-137.4723846,9.32,-71.34253187,-105.8631504
-136.0546681,9.32,-71.12429158,-103.4249991
-134.5713495,9.3,-70.71817738,-104.5427114
-134.1425782,9.29,-70.28723072,-104.3326647
-133.9855929,9.29,-69.24831041,-102.6167671
-129.845875,9.31,-67.99864151,-101.539092
-128.1944367,9.3,-68.02141039,-102.1811886
-126.3759489,9.29,-66.49780714,-104.537109
-124.415783,9.29,-64.98313479,-102.9151679
-120.1220063,9.29,-63.29569539,-101.4270149
-119.092683,9.29,-62.71241927,-101.9726514
-118.3540508,9.28,-62.66026853,-100.6016974
-113.7700021,9.28,-62.07122266,-101.7486435
-109.6711766,9.28,-61.5085439,-101.6137914
-105.2875318,9.29,-60.32598142,-101.7280215
-98.40830837,9.31,-59.96854478,-97.56891562
-92.63045428,9.33,-59.5285737,-96.59313618
-89.26102561,9.34,-59.55969363,-95.17049282
-88.66280193,9.33,-58.64807266,-95.11925247
-89.00747024,9.33,-58.55273151,-94.71151124
-83.6395259,9.33,-57.61132964,-97.60752112
-82.57412481,9.3,-57.50794982,-95.37302748
-80.08055862,9.3,-56.88654587,-93.55715244
-75.29338619,9.29,-56.76645294,-92.74555524
-75.25857911,9.3,-56.07014973,-91.17578533
-75.35089737,9.29,-55.07502118,-90.40220976
-75.85516058,9.28,-55.0648302,-89.9569951
-75.96995307,9.28,-54.50331421,-88.88322169
-75.96700134,9.29,-53.41963367,-88.14212346
-75.12975322,9.27,-53.22972296,-87.18473828
-75.64570578,9.28,-53.19288206,-86.38900475
-76.95252013,9.28,-49.55134792,-85.60359521
-77.17789014,9.28,-49.51147044,-84.8416909
-73.96707267,9.27,-50.05238831,-83.9127779
-72.33358848,9.27,-49.35036578,-83.14003502
-73.30517928,9.28,-49.32258909,-82.22723179
-72.99581184,9.27,-48.69532244,-81.25698637
-72.7021574,9.26,-48.08311513,-78.4364591
-70.85128569,9.26,-48.4176572,-77.91020801
-70.28966099,9.26,-47.39444645,-76.85406267
-69.1520121,9.27,-47.48008512,-75.63016923
-69.99799298,9.27,-46.85918083,-75.37634031
-69.96807081,9.26,-46.42360274,-74.59403044
-69.91174292,9.25,-46.03917937,-70.85455904
-68.86793149,9.25,-46.01335366,-67.90936232
-67.36225179,9.25,-45.45154378,-67.55288172
-67.01078816,9.25,-44.06346471,-66.51251893
-65.9168609,9.27,-43.41660922,-65.95698254
-64.7841665,9.26,-42.94241381,-65.56010668
-62.80850746,9.27,-41.1784,-65.17139924
-61.83068437,9.27,-41.31446002,-63.66897572
-61.00152172,9.28,-40.20385525,-63.02749184
-60.03014349,9.27,-40.1212727,-61.76132754
-60.05364386,9.28,-38.58563974,-60.62737807
-58.9554881,9.28,-38.80851477,-60.64997169
-58.05253612,9.27,-38.69006421,-58.40773432
-57.21830074,9.28,-38.39943917,-57.98489312
-57.45861621,9.26,-37.82900252,-56.86796863
-57.15094321,9.26,-37.91904211,-56.88553881
-55.83757657,9.26,-35.19248832,-55.89763769
-56.48678008,9.27,-34.83548736,-57.28207895
-57.54761484,9.28,-35.33829162,-55.751772
-56.91251638,9.28,-35.81432623,-55.00538145
-54.97238933,9.28,-35.84588921,-54.3179366
-54.69958618,9.29,-34.29159106,-51.81654375
-53.83739803,9.3,-35.19403878,-51.79114581
-53.94102575,9.3,-34.91569995,-50.62837333
-53.29375015,9.29,-33.12436703,-49.34128688
-52.74393898,9.31,-32.9859583,-48.98864217
-52.84477853,9.31,-33.14585542,-48.14711356
-51.63622653,9.3,-31.49111988,-47.38494441
-51.12362415,9.31,-30.79715948,-47.35987079
-49.93103063,9.3,-30.95896003,-45.4412498
-48.81444112,9.28,-30.45938351,-44.7414163
-47.20412122,9.29,-29.87412525,-44.5028928
-45.75185082,9.28,-29.66962648,-44.4627374
-45.62068006,9.29,-28.8943712,-44.78776674
-45.78716128,9.29,-29.10120077,-43.9409529
-45.24887591,9.29,-27.35047377,-43.85627792
-44.64982019,9.31,-27.63307052,-43.98109486
-43.85821514,9.32,-25.28479798,-43.54674954
-42.77196132,9.31,-23.30706102,-43.15891014
-40.11683604,9.32,-21.04265947,-40.86644521
-39.61008167,9.35,-18.31724915,-40.12565914
-39.4702453,9.35,-18.35384992,-41.24060314
-38.79785357,9.36,-18.26632128,-38.90228279
-37.53586666,9.37,-17.46884779,-36.9084901
-35.67620496,9.37,-13.92306294,-36.97105514
-34.39332291,9.37,-13.26067179,-34.02229287
-33.60538624,9.38,-13.45294618,-34.67112449
-33.04937876,9.38,-13.53188019,-34.13823987
-33.86998028,9.38,-12.9553682,-33.53531372
-34.39970263,9.38,-11.99832982,-33.56979726
-34.16511711,9.37,-10.6635979,-32.49085947
-34.07970865,9.36,-9.406752703,-32.71910596
-35.01831049,9.38,-9.082777255,-30.83226242
-35.17064514,9.4,-7.046107038,-33.19133096
-34.70826258,9.4,-7.206694129,-32.09415018
-33.95867137,9.4,-5.29740749,-31.74520177
-31.85597836,9.42,-5.286157445,-29.14525458
-32.55738159,9.43,-5.533507758,-28.06244458
-33.54412464,9.43,-5.587895614,-28.14069548
-32.53858799,9.45,-4.738778721,-24.76353124
-32.34588621,9.47,-2.506465297,-23.1613992
-31.68870562,9.48,-2.15660259,-20.77710459
-31.44307646,9.47,-2.089685957,-18.19343918
-31.55950943,9.5,0.775243488,-17.41451025
-31.80649254,9.5,0.648030173,-12.45256556
-31.40595607,9.5,0.911359055,-9.860236251
-30.93811793,9.49,0.608662067,-7.271827573
-30.48379598,9.49,0.937084903,-2.568530311
-28.71594075,9.49,1.084353337,-3.522979168
-28.50177054,9.48,2.380884328,0.380147466
-28.68410143,9.48,4.661364857,0.693936452
-28.47089592,9.49,4.44739516,3.363710671
-27.76448451,9.48,6.309116321,4.945258333
-25.95422214,9.48,6.288555979,5.215981186
-23.40988848,9.49,9.226371665,7.490081915
-21.66468783,9.49,10.85641441,12.02928533
-20.88214455,9.49,10.57702734,15.30328619
-21.45118783,9.49,9.909977035,16.57461886
-21.61675262,9.5,9.829581035,18.92505943
-21.60081173,9.5,11.39975908,19.86189978
-22.81480084,9.51,13.40422284,22.50224123
-22.65488883,9.5,13.97223805,25.10909376
-22.88604391,9.51,13.65851772,27.29703375
-20.71178228,9.52,16.81042943,29.95625331
-20.23663097,9.52,15.55840812,30.09408967
-17.34884866,9.51,15.34690908,30.16795207
-17.21488035,9.52,16.04665917,33.1829099
-17.12658628,9.53,16.4436977,36.09959098
-13.84004704,9.51,15.36039317,39.38516444
-11.51106934,9.51,15.10510813,42.41276763
-13.32412308,9.51,17.63153188,44.79425679
-14.91988485,9.51,19.13506899,46.7473512
-12.8780941,9.5,21.42447228,48.7453076
-12.52273418,9.5,22.17679001,51.35948713
-11.1623155,9.5,22.36032009,49.62357202
-12.09296225,9.51,24.71459565,52.0547474
-12.09357257,9.52,26.34279327,51.12993041
-10.50331425,9.52,26.34706284,52.06090675
-9.993767801,9.52,26.51355258,54.83166669
-8.137914159,9.52,28.14508709,57.35569436
-7.575796244,9.52,29.56248737,53.69182332
-7.633641048,9.5,29.76024726,51.26501994
-7.375033172,9.48,30.16484023,51.68043632
-6.217462881,9.48,28.73181318,52.90101638
-7.806716202,9.49,30.76821094,52.51183717
-6.124733077,9.5,30.9458122,52.55956641
-7.676080162,9.49,29.70021732,54.32180589
-7.820858628,9.47,29.62068255,53.7447496
-5.375654736,9.46,30.61390877,55.8210232
-3.497459533,9.48,31.0747403,55.00411704
-3.493812049,9.47,32.66978512,53.87647329
-5.06099797,9.47,32.90631113,56.53186437
-5.123969937,9.48,34.12102582,58.42627534
-5.238024025,9.45,35.88129757,56.56208139
-5.251296603,9.45,36.02914787,57.06878749
-4.866206681,9.45,35.92997237,59.60403182
-3.63059811,9.46,35.87059908,58.49945893
-2.913096161,9.47,36.68002882,59.7921289
-1.929563038,9.47,37.37018134,61.11773765
-0.23431312,9.48,37.73750095,63.18016681
-0.44988504,9.5,40.11825596,64.40015328
-1.136684663,9.49,39.27409423,60.16244461
-0.989939161,9.49,42.03438257,63.18756601
-0.776442558,9.49,43.06867415,65.34487837
-1.968541752,9.49,42.91417047,67.43308918
-2.507838019,9.49,45.08047663,66.92690625
-2.17484081,9.5,47.77344382,66.37778079
-2.439028716,9.49,46.78925889,68.90939679
-0.262080268,9.49,46.88689012,68.71568161
1.608474642,9.49,48.6872749,67.47162373
1.297939517,9.48,50.32167826,66.39265992
3.053613377,9.47,50.13214001,69.09005033
3.102601338,9.47,51.77959422,71.31965127
3.062985599,9.48,52.0389006,73.4847112
3.307959175,9.47,54.23911497,73.0245245
3.042983844,9.47,52.55788184,74.33498692
5.186543054,9.46,52.36947092,74.77435618
4.972183443,9.46,49.70748542,74.90487029
4.442026424,9.47,50.72982118,74.21279843
3.968422134,9.46,51.27891029,76.81826066
3.980623163,9.43,50.36636488,75.95443239
4.16377344,9.44,50.2346613,75.06885669
5.647834243,9.44,50.36430832,76.61151965
4.803918646,9.45,51.54771848,76.76894683
4.464010829,9.46,50.16227045,78.75088737
6.006755429,9.46,52.56628525,75.80500285
5.44653618,9.47,52.31453476,78.40868504
7.53497326,9.48,54.05625591,78.22780403
8.372630058,9.48,55.93080516,78.39867425
8.745667487,9.49,54.12832121,80.71107336
9.968050113,9.5,52.45911651,81.25178379
12.27129922,9.51,50.77848911,83.0334339
13.72264134,9.5,52.39357799,81.30854432
13.07226169,9.48,51.05512768,81.43320506
14.32596355,9.48,51.83803523,81.97640023
16.21360839,9.48,52.66673283,83.15580231
14.74808428,9.48,51.70328891,80.51203681
15.21039484,9.48,52.68384696,81.94501078
18.35113526,9.47,53.96209903,84.67214572
19.84645236,9.47,56.76149,84.39598302
21.29007424,9.45,57.65175761,84.098853
23.66389367,9.43,59.3564975,82.69811695
25.42228283,9.43,61.08074378,82.74052523
26.35370895,9.41,60.59763242,84.38577531
28.51257898,9.42,61.15136431,83.73500558
30.16959612,9.41,63.0259382,83.63084585
32.07309727,9.41,65.39701055,80.89992751
32.10089547,9.4,67.13595571,78.29554827
32.24084694,9.41,68.3739058,78.86887865
32.06794269,9.42,67.33280264,77.11750517
34.76761567,9.43,64.7116539,78.50231848
36.95675833,9.43,66.96952677,76.27772698
36.41866961,9.43,66.76436839,73.03745254
37.09800253,9.42,68.03218929,73.28753973
37.74789409,9.41,67.86543198,72.85657088
36.11037481,9.41,67.97004567,70.04513182
35.86112852,9.41,67.98863865,67.5990198
37.97973922,9.43,70.72523241,67.56719004
38.05090793,9.43,72.99892132,67.88628207
38.85163085,9.42,73.1811354,67.95288399
42.49550807,9.41,73.54018166,66.03697132
44.71067898,9.41,76.00100565,65.53774439
47.69745742,9.41,76.95993075,64.62279611
45.95631112,9.41,76.67051616,62.67272826
46.33928255,9.4,79.70325179,62.42028466
45.33059764,9.4,81.23745241,64.27201561
45.74731318,9.41,82.0538588,61.81307067
47.77533644,9.4,83.95065082,59.3770152
45.71695752,9.41,84.45577318,57.55941438
45.28534208,9.43,86.58492184,56.90655474
45.56195298,9.45,85.67349192,54.52449997
47.59274008,9.45,85.13079813,52.71124503
48.62425337,9.46,84.45363713,52.37805166
50.85002326,9.45,83.36373752,51.88197453
50.54551853,9.45,85.27970855,51.83316687
51.8960304,9.45,84.14936493,51.31489471
54.28816731,9.44,84.64547607,54.01714746
52.25991479,9.44,85.41514976,52.59982738
53.91575546,9.43,86.53221424,52.15846673
52.12265345,9.43,87.01021715,50.88989079
52.13137011,9.42,85.32878031,53.26926471
52.51759614,9.42,87.81640346,55.50701558
54.66723527,9.44,87.8070604,56.95049696
53.60974794,9.44,90.23654311,57.58657694
53.87005631,9.43,90.31373399,57.65778627
54.20065748,9.42,91.660279,59.44945899
56.27870422,9.41,93.8254975,57.07190424
58.63343158,9.42,93.76082005,58.7332598
58.33263105,9.43,93.60782346,56.34233152
56.54647436,9.43,95.57935694,58.84436875
57.83409722,9.43,93.43176551,59.90915674
57.94780614,9.44,95.10180825,59.03719814
57.56747666,9.42,96.33830562,56.90319611
59.23770838,9.44,96.66049564,60.72313937
61.66495351,9.45,96.71285931,59.57253772
62.35518057,9.46,98.29580879,58.83567047
60.60117747,9.46,96.51459824,60.02188383
59.95066456,9.44,98.07990583,58.80818333
61.55962507,9.44,99.79737482,58.8380752
59.61907332,9.42,100.5116304,58.01476395
59.71534494,9.41,100.3850892,57.46845253
62.36191368,9.41,101.8708525,59.06414736
64.38745439,9.4,102.029795,56.53518531
64.44144876,9.41,100.7627737,56.14246348
66.54743757,9.4,99.1179273,53.37288753
66.62630278,9.4,99.62360084,55.4856619
66.77627256,9.39,99.70246929,55.90712848
67.09620572,9.41,102.9768104,55.32355593
67.19653474,9.42,104.9458671,56.58360384
67.81746211,9.43,105.5492254,60.7920225
69.95863117,9.44,105.8195866,62.50872137
68.69342875,9.45,108.1423795,60.14202051
70.83739763,9.45,108.781381,57.80875948
73.81702392,9.44,110.7544725,57.96611949
75.88044231,9.45,110.0268308,57.56169668
77.56538985,9.45,112.1221227,57.30353349
75.71040788,9.44,114.0669021,57.23229817
75.56870899,9.44,115.7673606,59.67489985
76.99204313,9.45,115.11304,60.95840807
76.50285956,9.45,113.7459954,57.91449118
77.96250254,9.47,114.8664191,58.58321808
80.77007655,9.46,116.2776119,58.56111302
