Experiment 1,Experiment 2,Experiment 3,Experiment 4
-302.1988152,166.61,-774.9538134,-828.2346777
-303.6171607,167.13,-781.6962911,-817.1082487
-305.7220873,167.68,-795.2898647,-811.9709189
-308.2596005,168.5,-802.6768507,-837.0492222
-312.2218502,169.2,-821.3613218,-859.1334227
-319.9545273,170.03,-827.2994875,-858.1128001
-324.3470387,170.83,-834.6634671,-860.5508014
-327.6240163,171.65,-846.5532184,-874.5000395
-332.2277882,172.07,-856.2251432,-873.7070568
-336.4237456,172.07,-871.9593284,-868.7023532
-338.0401663,172.81,-878.180138,-866.1814852
-341.3626524,173.68,-903.879661,-866.3073573
-342.3810162,174.57,-906.6765969,-869.2481062
-343.9588706,175.34,-907.4123146,-863.5577403
-345.2049048,176.24,-919.6819837,-861.8827974
-350.3562895,176.24,-924.0238055,-851.3094876
-357.7994411,176.81,-952.3252959,-857.9347427
-360.299045,177.19,-962.1975123,-849.1847338
-367.5607898,177.89,-970.8952942,-846.8629171
-371.2488121,178.81,-983.1347225,-845.3738503
-375.0307067,179.26,-996.6185958,-860.3260043
-376.3658887,180.15,-999.5501515,-857.7145748
-378.0757982,180.85,-1007.222468,-850.7629802
-385.8947851,181.18,-1016.939026,-849.1678756
-384.7970136,182.01,-1021.265266,-855.3021159
-389.3169571,182.86,-1028.728521,-863.9423891
-393.2570596,184.03,-1035.897527,-867.4307352
-395.5829114,185.29,-1037.367444,-855.9118131
-394.5418942,186.24,-1042.563857,-855.9140035
-394.3445342,187.63,-1050.843588,-859.1735487
-394.7103923,188.73,-1055.618475,-841.7936634
-394.5389789,189.84,-1064.083965,-846.6026073
-397.5852896,190.64,-1081.383904,-838.0654068
-403.5015544,191.97,-1087.529958,-836.6840768
-405.9205754,192.89,-1103.451988,-854.4650326
-405.6545683,193.87,-1111.006388,-864.1759278
-406.2605898,194.73,-1118.438539,-859.3244106
-406.5209442,195.52,-1125.273047,-860.0590954
-408.4857338,195.84,-1140.016095,-859.8744707
-408.47047,196.73,-1153.299291,-856.2747147
-409.393153,196.73,-1197.906152,-851.2586889
-407.4582392,197.15,-1207.214336,-852.9220308
-407.3018063,197.44,-1210.993445,-855.6489057
-409.2148379,197.44,-1226.269519,-857.6914868
-408.3747394,197.45,-1269.623462,-845.6420666
-405.4341,197.57,-1280.250678,-847.357974
-406.1351207,197.57,-1286.58863,-858.5041748
-406.1416552,197.57,-1285.129103,-859.1941833
-401.2525915,197.57,-1292.800227,-863.5315286
-401.7662305,197.57,-1305.345434,-856.109504
-398.793649,197.57,-1310.024535,-861.1557911
-397.6041629,197.57,-1323.999183,-863.3823083
-395.9809715,197.57,-1319.42461,-869.4858949
-394.6979861,197.57,-1330.953996,-865.893228
-393.0824978,197.57,-1338.332465,-878.619565
-392.2597841,197.57,-1375.020139,-878.5625006
-391.3991463,197.57,-1376.088563,-880.0297585
-392.2092732,197.57,-1377.799281,-876.5754596
-393.9562698,197.57,-1393.233065,-876.3245301
-396.284207,197.57,-1409.857471,-884.6128561
-398.377034,197.57,-1408.199887,-894.6458362
-401.8033342,197.57,-1391.055973,-900.6691828
-404.9744614,197.57,-1408.69286,-901.5535096
-407.7756603,197.57,-1414.839056,-903.3895192
-414.8067171,197.57,-1416.321563,-911.9961366
-417.1467462,197.57,-1425.442509,-914.4666587
-424.0181982,197.57,-1433.404728,-912.8105964
-432.2341442,197.57,-1428.991658,-919.3796907
-438.5682643,197.57,-1425.106009,-920.7490941
-447.5930844,197.57,-1403.676049,-922.2323377
-462.712484,197.57,-1403.562566,-911.9877515
-472.3972741,197.57,-1393.475426,-921.1903851
-478.0774276,197.57,-1396.562016,-925.9167598
-482.4387412,197.57,-1387.015576,-927.6390395
-484.0460729,197.57,-1402.532913,-930.3025159
-489.6218063,197.57,-1400.197277,-925.9646408
-496.1562857,197.57,-1397.677875,-930.2961529
-499.2778155,197.57,-1396.129785,-931.6721129
-501.4290319,197.57,-1408.847331,-937.3744865
-503.3855017,197.57,-1406.111844,-933.2660715
-503.9620927,197.57,-1407.386684,-929.1863102
-506.6025931,197.57,-1408.386842,-933.4015479
-509.8716108,197.57,-1405.938519,-931.473634
-511.1615456,197.57,-1425.021456,-930.5387497
-512.6232121,197.57,-1419.263318,-916.4943655
-511.1938454,197.57,-1420.419407,-911.7741175
-510.9886191,197.57,-1429.153228,-910.8275095
-510.0603757,197.95,-1438.753365,-914.4620122
-512.4018249,197.95,-1442.99939,-920.8386084
-515.111425,197.95,-1442.713882,-910.8232579
-516.7979642,197.95,-1464.476161,-908.7743859
-519.3907102,197.95,-1475.431702,-903.7433669
-522.1441274,197.95,-1497.430613,-910.8523687
-524.9483879,197.95,-1516.062929,-910.1378731
-529.3720203,197.95,-1528.658863,-913.1279975
-535.5877874,197.95,-1615.109699,-917.752265
-539.7033605,197.95,-1638.664586,-923.519493
-543.1610631,197.95,-1649.683116,-919.6462355
-547.6018221,197.95,-1662.445792,-945.8690677
-549.4309354,197.95,-1672.233504,-943.1895546
-550.1903767,197.95,-1669.427007,-948.8693677
-557.7823061,197.95,-1678.988108,-947.8554255
-565.0035628,197.95,-1683.522753,-949.3928311
-571.0705408,197.95,-1699.636761,-931.9109217
-574.4146283,197.95,-1694.000237,-919.1167244
-570.6096463,197.95,-1699.611147,-917.6576443
-571.1520272,197.95,-1724.551572,-915.30547
-572.650254,197.95,-1720.464536,-919.7498411
-573.0360065,197.95,-1726.51383,-919.0846622
-573.833876,197.95,-1723.810504,-922.4320943
-576.819385,197.95,-1727.683601,-922.388888
-576.9682415,197.95,-1712.129095,-933.8366345
-577.8519173,197.95,-1722.801115,-936.3037362
-578.0778572,197.95,-1738.430564,-931.8760038
-578.5399587,197.95,-1728.253212,-939.618666
-574.2487113,197.95,-1737.270906,-967.9477278
-568.2492209,197.95,-1722.238244,-968.7484475
-566.5678269,198.45,-1736.357211,-980.0440437
-560.318363,198.53,-1752.896572,-983.8394309
-557.4681044,198.53,-1749.167647,-1007.866796
-553.4571649,198.93,-1774.272137,-1009.236164
-549.1492069,198.93,-1769.911463,-1015.122718
-547.6790848,199.18,-1787.616047,-1020.61922
-538.9105006,199.58,-1795.052137,-1053.570416
-537.1887744,199.58,-1809.827514,-1055.078376
-531.4499366,200,-1816.629688,-1046.160011
-526.3107348,200,-1812.67827,-1045.484389
-522.1325268,200,-1815.545119,-1061.95153
-519.8687019,200,-1819.241525,-1059.200398
-517.0104619,200,-1812.110958,-1053.276035
-515.307802,200,-1807.06002,-1055.134136
-514.3130037,200,-1799.603458,-1051.293177
-510.1605975,200,-1780.137305,-1054.007589
-501.8868177,200,-1782.331938,-1054.608836
-499.1922373,200,-1774.328754,-1048.104179
-496.5611922,200,-1758.707125,-1046.313705
-494.0865064,200,-1752.131209,-1049.83531
-490.742102,,-1753.532424,-1047.339162
-488.5787141,,-1743.429837,-1054.229143
-486.5960676,,-1732.04043,-1058.001117
-486.1837897,,-1695.531749,-1065.87807
-484.7484863,,-1675.105715,-1080.500514
-484.7659727,,-1667.932359,-1079.357663
-484.2329947,,-1653.409396,-1083.177839
-483.5920073,,-1610.043038,-1088.904333
-484.8508229,,-1599.334313,-1086.233577
-486.0527762,,-1609.085173,-1078.360855
-486.5401325,,-1596.431701,-1088.375444
-488.397627,,-1601.652987,-1089.636364
-489.1191653,,-1586.564131,-1089.885529
-489.4600177,,-1578.557669,-1082.692006
-490.2642622,,-1564.988916,-1083.431231
-489.7780296,,-1552.981269,-1087.182982
-489.4716631,,-1548.152694,-1087.002303
-489.0562191,,-1542.680471,-1081.219245
-487.9318238,,-1507.020689,-1087.708037
-487.6048576,,-1501.712842,-1091.981633
-487.2102459,,-1496.080278,-1105.057799
-485.5956136,,-1486.595603,-1107.641627
-481.9577408,,-1472.318067,-1111.300464
-476.8280281,,-1462.729244,-1106.465565
-470.2268401,,-1461.886417,-1102.065602
-464.8770015,,-1441.703705,-1109.841582
-458.837746,,-1437.842973,-1107.346158
-450.5492775,,-1444.538478,-1110.146766
-445.483913,,-1437.695323,-1119.292775
-435.8229341,,-1439.288166,-1143.300244
-424.9226054,,-1447.221967,-1149.094861
-416.5867372,,-1463.137151,-1170.529278
-405.4361683,,-1476.333205,-1177.429623
-388.9190582,,-1481.545802,-1222.637162
-377.6525307,,-1507.995996,-1224.539254
-370.0698636,,-1522.508858,-1278.325749
-363.2976441,,-1545.377689,-1295.884255
-356.3402684,,-1539.695083,-1294.422159
-349.7341622,,-1535.163892,-1319.428924
-340.0557605,,-1538.264503,-1366.469994
-332.3415958,,-1526.41203,-1364.029857
-326.6050194,,-1513.940896,-1366.817849
-321.4519218,,-1522.833963,-1398.492061
-315.1051181,,-1533.891302,-1439.174639
-307.7680034,,-1535.536196,-1433.774124
-300.2869494,,-1547.162379,-1446.189909
-292.9648752,,-1502.10649,-1455.607736
-286.8953912,,-1509.649877,-1461.553078
-283.7182483,,-1508.679709,-1467.718852
-279.3646011,,-1499.635878,-1469.455897
-275.8927801,,-1487.662782,-1471.874125
-270.2042438,,-1484.089381,-1472.600811
-265.620213,,-1474.332277,-1474.934832
-262.1503705,,-1441.726427,-1468.940317
-257.9458915,,-1429.46658,-1470.763448
-252.2273644,,-1406.535974,-1464.831602
-245.7822919,,-1388.263866,-1464.981494
-237.7029905,,-1378.871827,-1460.007412
-228.791009,,-1301.099722,-1461.001439
-220.6585318,,-1279.469141,-1459.549426
-213.7723672,,-1277.907195,-1461.870055
-206.1059143,,-1281.904122,-1437.264264
-197.1827299,,-1285.967197,-1442.146896
-186.386212,,-1312.38647,-1439.791187
-176.5794096,,-1335.438735,-1438.164922
-165.0173454,,-1347.322747,-1439.54142
-152.9379241,,-1348.067424,-1434.214102
-142.5850544,,-1336.395681,-1430.498489
-137.2792718,,-1345.329458,-1436.035912
-130.5902992,,-1328.593971,-1430.731435
-125.0796359,,-1328.712488,-1408.209624
-119.6515831,,-1322.915492,-1409.639951
-114.1007663,,-1323.187989,-1407.16475
-108.3782317,,-1324.099559,-1408.115624
-104.6644509,,-1330.51292,-1400.530304
-101.69676,,-1331.866905,-1392.390607
-99.55134248,,-1315.866565,-1391.658022
-97.19776525,,-1318.271809,-1384.92484
-95.10441735,,-1307.441634,-1358.8578
-92.89002702,,-1295.675528,-1351.570595
-91.73035481,,-1273.832559,-1347.885629
-89.2142848,,-1248.536395,-1340.821379
-87.10313941,,-1239.451873,-1324.988238
-85.80588978,,-1203.314836,-1323.660938
-84.97384404,,-1193.697314,-1313.826536
-84.89917027,,-1170.358632,-1308.933987
-85.18769893,,-1155.212796,-1288.687865
-84.99472626,,-1131.779601,-1283.144918
-85.81262222,,-1112.74994,-1294.974829
-87.3263984,,-1103.339989,-1375.344651
-88.05711629,,-1098.470996,-1364.101311
-88.08845412,,-1083.528166,-1363.426487
-89.27292481,,-1079.325279,-1383.219841
-90.23607494,,-1074.899845,-1378.588589
-90.47284967,,-1070.916816,-1374.947141
-90.88176046,,-1069.087703,-1375.529929
-91.06495208,,-1059.627786,-1370.918794
-89.23775755,,-1050.563644,-1368.054035
-88.62229658,,-1048.562258,-1365.142951
-88.84788242,,-1043.819,-1368.875313
-89.56217443,,-1033.518249,-1374.312946
-90.25674756,,-1027.16859,-1367.484199
-90.74943599,,-1024.86086,-1363.397836
-89.94914955,,-1012.136317,-1353.590615
-89.3745568,,-1011.607148,-1341.570107
-88.06298704,,-1004.605582,-1343.289986
-87.09038914,,-998.2861075,-1336.441726
-86.21584387,,-994.8244454,-1330.054836
-85.23032713,,-993.8289089,-1328.664104
-83.39857154,,-972.4965065,-1325.084705
-81.62768832,,-971.0441172,-1310.75122
-78.31212778,,-958.8715444,-1307.732822
-76.3010039,,-958.8824414,-1310.842891
-74.98166127,,-952.5210608,-1310.483838
-73.85661298,,-951.0957931,-1314.757551
-73.81096771,,-948.6624531,-1314.327173
-75.23052109,,-945.5342131,-1327.81261
-76.39993237,,-947.3849138,-1329.037816
-78.13201199,,-943.3233966,-1334.284581
-78.71301847,,-940.2356131,-1335.571675
-77.7546716,,-940.2547597,-1328.250137
-77.442557,,-941.5448726,-1329.219072
-76.89616616,,-933.4884472,-1320.533985
-76.80858286,,-933.1988914,-1311.455992
-77.61452461,,-926.5260557,-1311.223533
-77.8303203,,-928.5827018,-1299.75442
-78.71542406,,-926.8596527,-1301.504033
-79.19737471,,-923.2220496,-1291.809096
-80.17665101,,-914.4840323,-1282.282837
-81.00939958,,-900.7867105,-1259.746392
-80.69575601,,-893.2142622,-1245.178117
-80.33775057,,-876.2441838,-1219.065609
-80.5350281,,-863.028864,-1206.587071
-80.12823591,,-844.6376931,-1154.383408
-80.27596367,,-818.1098482,-1140.244675
-81.35003306,,-795.3748453,-1077.82856
-83.05359212,,-771.6900088,-1054.297333
-84.07514517,,-754.9696191,-1045.747003
-84.74888201,,-753.6611759,-1020.086713
-84.35636964,,-743.9872182,-963.2197443
-84.19043227,,-742.3709119,-957.7804074
-84.13617671,,-733.4607655,-947.2168778
-85.37506646,,-724.5664672,-913.9093948
-87.53891699,,-708.5882287,-869.7127822
-89.89186088,,-693.7941874,-868.0329705
-92.65012699,,-677.7226448,-847.7457063
-95.14318249,,-665.4662853,-832.1846875
-97.08508701,,-654.6854221,-822.4076199
-96.22907444,,-647.9068119,-811.4413382
-96.26738935,,-643.6378625,-802.8151099
-95.89272407,,-640.6540685,-791.917675
-96.17564522,,-634.8314427,-782.2172088
-93.74648994,,-631.0168834,-773.7336634
-91.0055202,,-625.4258033,-772.1202417
-88.7475286,,-621.6853349,-768.6710309
-86.57559957,,-617.4569874,-762.1631254
-83.99469419,,-613.1823171,-756.4556222
-83.76782508,,-604.6530417,-754.08328
-84.03117712,,-591.8721489,-743.8636554
-81.36089455,,-577.5078526,-737.2469525
-78.5544513,,-564.0018772,-733.5692772
-75.83231331,,-539.8328776,-728.8438944
-73.62471677,,-520.054168,-721.5217319
-71.10696139,,-486.5978064,-715.2483282
-68.73635566,,-446.8331734,-711.690937
-67.27691234,,-414.7227984,-706.3261748
-67.48886232,,-389.7753835,-702.3860031
-67.24468922,,-387.8061253,-696.5961117
-65.13823504,,-367.8758327,-690.2232107
-65.59346279,,-352.5992356,-685.8814304
-65.77247399,,-341.7079817,-679.8874612
-66.02565943,,-332.212082,-671.7263335
-65.71207086,,-318.9411705,-667.2577563
-65.87540134,,-308.2107171,-660.8031275
-64.3321851,,-292.2350727,-652.3854415
-63.95803194,,-278.0311339,-650.7912734
-63.2602791,,-279.0617959,-649.9957362
-62.7191014,,-275.6678577,-646.8933814
-62.51334082,,-274.193968,-640.0875764
-62.1565633,,-272.4347417,-636.9845379
-61.44549626,,-270.7585169,-626.1580136
-61.79608554,,-270.3300228,-622.1104066
-60.08265987,,-268.4959819,-611.2655868
-60.15967002,,-265.7989928,-592.1748924
-60.35715639,,-263.6567999,-591.7158358
-59.88114389,,-261.5668657,-585.0947806
-59.11190864,,-259.5624397,-569.750644
-58.4085427,,-257.8678567,-563.8248992
-57.35906311,,-256.164768,-551.6881738
-55.9419813,,-255.0934017,-467.7325757
-54.84725799,,-253.284853,-459.9154303
-55.06889606,,-251.8734385,-459.5171786
-53.7940053,,-250.0962966,-435.951001
-52.60460304,,-248.2835363,-436.5756364
-51.11948688,,-246.4174391,-436.3059387
-49.28886702,,-244.6880542,-430.1486375
-47.65483101,,-242.4245425,-430.3104217
-47.38034382,,-240.651229,-422.6792892
-44.78271026,,-239.713791,-418.6997549
-43.28470923,,-238.5100167,-409.1156055
-41.24657411,,-237.2928583,-404.8280047
-39.30518874,,-235.6247337,-403.4137562
-37.02332088,,-234.1674783,-401.1104153
-33.46407331,,-232.499211,-401.5572965
-29.55427177,,-230.8760901,-397.5574695
-27.5927839,,-229.9274547,-394.2027287
-22.87917458,,-229.2980068,-391.4780566
-19.46495276,,-226.7939208,-388.1216037
-15.02305008,,-225.5369215,-386.3360108
-11.79139435,,-223.267326,-383.4931993
-9.560768768,,-221.5839949,-381.4300229
-6.825639241,,-217.8030775,-375.5331139
-5.243218251,,-215.1456445,-368.608268
-2.430262952,,-215.3934266,-358.8349311
1.005517534,,-211.7163706,-347.6473351
2.735935984,,-211.2000929,-334.2464036
7.125013305,,-207.7372944,-316.1072401
11.94060394,,-205.0745585,-299.8242952
15.84649117,,-201.7138937,-283.3488608
18.22474702,,-194.5062593,-269.3782015
21.37249938,,-189.4170142,-258.4587026
22.83792265,,-183.1654466,-247.7255058
25.73752864,,-183.4797173,-238.9735489
26.31485928,,-178.6388386,-234.353251
28.82512692,,-176.9641175,-227.0707008
31.25235852,,-170.7881818,-223.597848
34.19945506,,-164.3966977,-217.7465421
36.56736974,,-157.5126033,-212.2612408
39.22775275,,-152.6844591,-208.2506222
39.66245204,,-150.2529977,-204.6855546
39.65256841,,-145.0473542,-202.6546636
40.00114187,,-142.7955184,-201.0140277
40.56018121,,-140.4353576,-199.3635177
40.54796905,,-140.6604974,-197.3890046
40.85863418,,-139.9819713,-196.0443479
42.36597893,,-138.0932024,-194.3318715
45.89130025,,-137.8381451,-193.1565451
48.8060632,,-137.0534531,-191.7633745
49.19722933,,-136.1829411,-190.0806544
48.95142923,,-133.9522642,-189.4843625
48.73430248,,-131.8251811,-188.0924703
48.43867553,,-131.3269803,-186.1038039
49.86998779,,-129.5371918,-183.9586371
49.38900978,,-127.5765828,-182.6638569
49.70239445,,-127.3197234,-181.6593421
50.39608242,,-127.7968719,-180.4900842
49.92408819,,-127.9819372,-179.7231908
49.371255,,-128.7743159,-178.1123766
48.97199151,,-128.5539054,-177.2921895
48.85139088,,-129.0903213,-175.4124196
48.70133817,,-129.4386096,-174.4637344
48.55949251,,-129.8307854,-174.082526
46.10410421,,-130.7462134,-171.7429388
44.56164859,,-130.9200266,-169.7781722
43.19568789,,-131.7051059,-168.659145
42.88677902,,-131.4987311,-167.6462135
41.09437722,,-131.6001536,-166.4307873
42.76567513,,-131.500047,-163.9507792
44.76282945,,-131.6049419,-163.3182746
44.14283744,,-131.4652641,-161.0147814
43.5481247,,-130.9708288,-160.0427762
43.09307063,,-130.9172599,-158.4134053
43.35079189,,-131.1640145,-157.1602812
42.53871626,,-130.7536897,-155.1176627
42.56563561,,-130.2578852,-154.3374992
41.77569538,,-129.7906377,-151.6672977
41.64246651,,-128.6178605,-150.1745112
39.27941353,,-128.8341371,-148.9193822
39.00248173,,-127.7438205,-146.3416593
40.55433534,,-127.0141018,-143.846573
42.21932284,,-126.2514607,-141.7506158
43.09628812,,-125.7435931,-139.9982285
43.61081306,,-124.6104737,-137.7566292
46.0826858,,-122.4368463,-135.2219353
47.11660693,,-121.5553908,-133.4196908
48.77107216,,-119.9383661,-131.1562181
49.17068397,,-117.6564189,-128.0320561
49.56523306,,-115.6182633,-125.3124445
48.13911457,,-113.9537795,-122.9144343
49.97925177,,-112.533024,-120.0609073
51.49568822,,-111.9121114,-117.7976706
53.56769151,,-110.7578291,-113.7451696
53.25624436,,-110.2020077,-109.9974582
55.02121429,,-109.0506002,-107.1404632
54.96289533,,-108.2868287,-104.7241733
56.60330128,,-107.4532707,-101.7050778
57.11202551,,-106.67484,-97.45150052
56.64489229,,-106.330211,-92.41595026
59.30877756,,-106.019727,-87.40089229
62.17718613,,-105.3355067,-83.79845657
64.36998241,,-105.4251663,-79.47914386
67.17918005,,-105.6318486,-74.3494503
69.08130273,,-104.8998497,-68.86500525
71.05688559,,-104.8970656,-64.8516504
72.81274543,,-105.2227707,-62.51003693
73.11788631,,-105.248178,-57.64713297
73.41158631,,-105.4505881,-53.80706633
74.12639949,,-105.4622546,-47.92703324
72.40600467,,-105.0321046,-42.00783272
72.22617226,,-104.6382493,-37.03521367
71.93694102,,-104.6920153,-32.43189511
71.83623739,,-103.882372,-27.32437369
72.75497288,,-103.6778647,-22.92574477
72.54994633,,-103.4885536,-18.84523028
71.1668163,,-102.6165209,-14.02755869
71.65027348,,-101.9870296,-8.836196478
