Experiment 1,Experiment 2,Experiment 3,Experiment 4
-1425.95148,,-989.7491802,-1373.599962
-1422.419774,,-985.173611,-1388.056848
-1422.350643,,-971.4802902,-1411.895325
-1415.404492,,-954.4815867,-1428.565321
-1399.049218,,-944.0325904,-1447.162205
-1390.390394,,-934.4243788,-1444.456033
-1379.120441,,-918.0012743,-1449.274205
-1378.548538,,-921.0605907,-1434.577874
-1371.885031,,-923.1293771,-1443.62114
-1374.643716,,-921.6784975,-1445.796957
-1362.177913,,-923.5630255,-1443.683488
-1367.83089,,-859.2161139,-1435.373252
-1364.11642,,-858.6098976,-1445.440203
-1356.772742,,-855.8089976,-1453.239153
-1356.797822,,-830.9124104,-1463.504387
-1358.439235,,-830.86296,-1456.924539
-1356.829951,,-827.8665698,-1454.309981
-1357.787271,,-808.8660029,-1453.422165
-1355.923658,,-797.5763449,-1449.526388
-1360.509902,,-797.7028268,-1450.113305
-1352.40479,,-784.8094694,-1442.140927
-1355.883534,,-782.9975593,-1439.769925
-1364.900236,,-765.5228596,-1428.77467
-1356.665029,,-750.9817754,-1426.202452
-1366.966449,,-735.7919041,-1422.474233
-1375.679863,,-723.0647329,-1412.612129
-1378.513901,,-719.3621395,-1412.816264
-1382.13505,,-695.9242241,-1407.752179
-1380.096595,,-686.1300375,-1402.877491
-1384.561195,,-657.7424203,-1398.504889
-1378.941245,,-659.7887625,-1399.644239
-1380.287337,,-646.4425703,-1399.825484
-1381.071116,,-634.0404156,-1402.806283
-1384.063858,,-634.7206359,-1416.451418
-1370.184846,,-631.9179125,-1416.735869
-1354.358626,,-615.1662226,-1408.077555
-1354.635384,,-602.1893447,-1405.767084
-1339.115681,,-601.2558301,-1413.774765
-1334.153859,,-597.9050125,-1425.301741
-1331.026206,,-600.656301,-1434.311577
-1326.283637,,-600.7447791,-1374.115097
-1318.772057,,-601.6194637,-1376.068751
-1278.243093,,-593.9516661,-1388.016994
-1272.49099,,-592.9320933,-1374.806775
-1267.707421,,-588.319925,-1373.786013
-1270.580334,,-571.2221091,-1375.581754
-1257.400416,,-570.2457833,-1385.239435
-1239.76504,,-567.9827275,-1379.24424
-1229.609775,,-567.9805818,-1376.214045
-1224.710518,,-567.7323588,-1364.274303
-1214.676928,,-563.8944623,-1374.895813
-1222.904401,,-564.6670178,-1364.796461
-1198.068582,,-565.808924,-1366.050623
-1187.078484,,-564.6867431,-1381.162909
-1194.153579,,-564.5598452,-1378.717303
-1197.086898,,-563.9516188,-1381.561921
-1190.422574,,-561.8608008,-1384.894504
-1178.230724,,-560.3356478,-1395.339779
-1181.016908,,-558.167921,-1398.032588
-1166.993275,,-554.7509188,-1403.575573
-1170.030602,,-553.5212892,-1410.823291
-1160.817883,,-550.5790957,-1480.011775
-1164.229881,,-543.5405069,-1495.885126
-1144.673178,,-541.6884598,-1488.32839
-1098.69441,,-539.8877171,-1489.661061
-1098.65285,,-537.357865,-1489.68426
-1084.408803,,-531.2915262,-1508.220864
-1083.199306,,-528.8259774,-1520.905851
-1088.574007,,-526.1022111,-1520.49834
-1078.117007,,-526.1533091,-1521.276629
-1065.743552,,-522.6431189,-1534.036599
-1064.41437,,-520.139943,-1522.662566
-1053.841842,,-515.1462131,-1520.84102
-1041.061918,,-513.0084121,-1519.552758
-1062.399423,,-508.2724498,-1512.584084
-1076.059611,,-506.6239924,-1514.367508
-1064.869871,,-501.173315,-1510.570291
-1058.915022,,-500.1657529,-1506.12938
-1057.274668,,-498.0616231,-1506.226147
-1041.768157,,-493.9779296,-1516.82393
-1037.017421,,-490.3826593,-1526.617629
-1017.030207,,-489.240062,-1520.918253
-998.478073,,-478.701994,-1514.784443
-935.9738932,,-477.2738438,-1524.651114
-937.1878507,,-475.7450202,-1510.545839
-923.8961074,,-476.7033892,-1497.779447
-889.2551416,,-473.8349885,-1493.545552
-891.3779926,,-475.7972647,-1483.057137
-838.2167663,,-476.3528743,-1467.362921
-843.7180913,,-478.0788644,-1447.44987
-841.4239539,,-477.6030394,-1423.175688
-842.2977378,,-479.8546349,-1425.945613
-836.9414883,,-480.9340119,-1402.179526
-833.3439006,,-477.9044952,-1377.506863
-857.9998332,,-475.7981704,-1358.542713
-854.5776988,,-474.8252088,-1359.227128
-857.372581,,-474.8778307,-1336.910256
-864.2163316,,-475.6933508,-1294.794917
-874.0022337,,-471.5855098,-1273.480624
-882.5362573,,-472.6261404,-1272.236929
-883.4009311,,-471.4967256,-1256.96259
-887.7905346,,-468.5749197,-1244.375977
-887.2185574,,-464.3432938,-1223.165986
-884.4165347,,-460.7758108,-1199.424545
-878.8127977,,-458.2899638,-1177.760852
-882.5878215,,-454.3356952,-1180.805661
-890.129622,,-454.6762068,-1183.643021
-885.8072806,,-452.5586204,-1170.261813
-888.6454793,,-450.4477799,-1162.230866
-882.3701997,,-447.5720688,-1156.464062
-884.1250069,,-444.087417,-1163.58613
-880.0219099,,-442.4576176,-1163.849899
-877.07048,,-436.8862915,-1156.623886
-875.4323651,,-432.9003958,-1157.337444
-872.2838682,,-429.1743885,-1149.367398
-869.8885476,,-422.3812002,-1151.402163
-870.3947285,,-414.2031177,-1156.066888
-863.69339,,-411.7918916,-1157.946916
-851.4480483,,-403.7232268,-1158.177476
-845.9052475,,-395.1243611,-1157.957166
-844.1353759,,-393.5689046,-1155.516195
-839.5188416,,-388.9781764,-1157.997554
-828.9785912,,-385.4734453,-1159.008512
-828.3934276,,-375.6485304,-1154.4632
-815.683355,,-371.025127,-1156.265193
-805.1549628,,-362.5918924,-1153.800325
-799.2933435,,-361.7253571,-1149.329923
-794.6940028,,-359.8937969,-1148.933441
-793.0030639,,-355.8831866,-1149.638173
-787.5890908,,-354.4963391,-1148.115851
-785.7961073,,-349.0044952,-1141.151512
-781.1353868,,-344.3516056,-1139.764645
-774.0276858,,-339.0019529,-1134.91877
-769.4049282,,-335.2172776,-1118.238638
-768.0738247,,-331.7296337,-1114.133788
-764.6795462,,-327.0207248,-1112.940789
-761.134357,,-318.060696,-1107.236026
-756.476275,,-313.6453728,-1095.291151
-752.7067422,,-309.9110049,-1078.457537
-744.5587782,,-301.3826011,-1066.307578
-741.4379358,,-295.4117647,-1056.269123
-738.078974,,-289.2032716,-1044.156372
-733.1307717,,-285.8874216,-1029.765214
-726.1093256,,-280.5904633,-1029.350915
-720.1476009,,-277.3733478,-1019.075681
-708.3487222,,-273.9087373,-1005.536561
-708.0601654,,-271.9268911,-993.7314009
-707.9129111,,-267.3825068,-981.0872119
-704.1150686,,-265.282267,-979.2388133
-699.9789083,,-262.6966472,-974.5693799
-698.1091407,,-258.3126047,-953.7056295
-680.3330427,,-255.3776447,-943.9345944
-673.6280195,,-252.224738,-924.4333404
-668.246545,,-248.9046632,-895.9226369
-656.6325014,,-245.8898106,-887.5044606
-650.1120783,,-243.5489112,-883.6071585
-644.2409232,,-241.3943217,-870.5833246
-637.9304099,,-239.7056351,-832.4119063
-635.1887903,,-238.0070516,-827.8518695
-633.2959076,,-236.0872135,-821.3422577
-624.7759998,,-233.4817296,-807.091579
-619.3966969,,-231.3985343,-735.8230211
-611.3075703,,-229.9873554,-716.6434101
-610.711681,,-228.4387383,-713.6348613
-611.2958702,,-227.1424474,-708.7569635
-611.8460912,,-225.6063999,-701.1961524
-615.7580191,,-224.0766302,-675.0204277
-609.7372826,,-222.0841116,-659.7261985
-602.843598,,-220.411524,-643.6855577
-599.872971,,-217.6540515,-632.6564904
-600.7014267,,-216.560762,-618.2428612
-587.6341705,,-214.6146888,-609.9175386
-581.9832652,,-213.7011453,-604.5774297
-577.8851009,,-212.5686158,-590.1881898
-527.466437,,-211.2306912,-587.947208
-496.9442778,,-209.7773724,-580.1853046
-491.779407,,-208.9340239,-570.6886892
-489.7434747,,-207.2400391,-566.0323963
-487.5672463,,-205.2875896,-550.1844051
-487.460803,,-204.1578647,-531.0046374
-486.5013642,,-203.1197093,-519.9217976
-488.0241635,,-200.2997128,-509.4073471
-486.3524199,,-197.9384736,-502.3971156
-486.5371541,,-194.638208,-489.9083142
-480.9612985,,-192.121172,-487.4026587
-481.8016312,,-188.4919557,-480.4234649
-473.8541368,,-185.3878477,-472.3700004
-461.5037599,,-180.1595279,-470.7272456
-459.0719919,,-176.8055512,-469.3869422
-443.1628038,,-173.750504,-463.6379821
-439.3666908,,-171.423819,-460.9152147
-435.6553602,,-166.8200013,-456.0343643
-433.2891535,,-163.3541793,-452.6885691
-430.2067708,,-161.6129158,-447.9498104
-400.726211,,-158.979802,-443.7361745
-396.1566947,,-157.2214019,-442.6331067
-392.345554,,-156.310804,-442.0759989
-378.6353405,,-152.5680483,-441.0106055
-362.7231287,,-151.8258045,-440.3265679
-347.6111496,,-149.3194457,-440.9460752
-342.6705071,,-146.7936321,-441.3352934
-337.6149214,,-146.1224533,-437.215071
-330.0453227,,-145.0437485,-433.8860963
-330.6056135,,-143.9928861,-428.5472059
-325.3605633,,-141.7722232,-424.0042511
-320.8376105,,-140.831815,-416.1556665
-312.2689305,,-136.9432201,-400.3568584
-308.0685794,,-131.2387384,-397.4943128
-300.8830329,,-125.371519,-393.6483372
-298.9448839,,-121.1529555,-391.3480456
-295.0757822,,-115.070788,-377.9822296
-292.5216508,,-111.805101,-370.6673154
-289.6867043,,-108.4353937,-359.145228
-286.834057,,-104.586479,-348.4843523
-287.3779755,,-99.04542762,-342.4984234
-286.3996817,,-94.59593861,-333.4265527
-283.5637598,,-92.58678914,-325.6327034
-282.9885762,,-91.08469317,-321.1653278
-282.4428483,,-89.9259234,-315.4973182
-279.8815298,,-87.70939471,-310.7823021
-280.0851302,,-85.05016069,-307.3262932
-278.6578941,,-82.09442171,-303.027267
-276.6361946,,-79.85131055,-298.9040723
-276.5570458,,-78.15529937,-296.6922819
-276.5515021,,-76.04935487,-293.9176662
-277.2300128,,-73.63793601,-290.3428172
-276.412411,,-71.75459411,-287.2931961
-274.2725089,,-70.38517494,-285.2788888
-274.2730163,,-70.29481656,-283.9603599
-272.4612218,,-68.71595004,-282.9642977
-271.1295878,,-68.09644034,-282.5771746
-269.200939,,-66.86252978,-280.4515326
-269.6584742,,-65.30191531,-279.1656672
-268.3195497,,-65.18306355,-276.4848784
-267.5551365,,-64.19418766,-275.6422786
-268.4220909,,-64.47959656,-275.6659872
-267.3474186,,-65.33257348,-274.6994056
-266.1705364,,-64.73761612,-273.9116956
-265.9185826,,-64.99238148,-274.0937964
-265.2040484,,-64.98474007,-274.2087788
-263.925289,,-64.87849978,-274.5827871
-262.3688685,,-64.90541685,-274.8133704
-260.3557356,,-64.54652457,-274.0725963
-258.6604571,,-64.85069596,-272.9141354
-257.3527157,,-64.19644809,-273.0692625
-255.7370478,,-63.5560714,-273.5505694
-254.8115884,,-61.1993148,-274.6860451
-252.7107066,,-60.73773011,-275.0597645
-251.2425507,,-60.36030592,-275.2307727
-249.7687438,,-59.68723027,-277.5531829
-248.5248252,,-59.4416173,-278.1087268
-247.3473739,,-60.74372365,-277.6436553
-245.5146409,,-60.06824348,-279.3124787
-243.2145985,,-60.11073199,-281.752974
-240.6362071,,-60.56848401,-281.6889949
-239.3971768,,-60.29571264,-284.5475278
-236.8258929,,-58.02368949,-283.5721746
-234.6731936,,-57.86041047,-284.8130413
-231.2653848,,-57.22082358,-283.8993577
-228.0541384,,-56.82427713,-283.4067449
-224.2260812,,-56.75286641,-284.0367312
-222.2926923,,-56.88216733,-282.7025834
-219.6151878,,-56.95196767,-282.0095233
-214.2935687,,-57.29394852,-281.4333146
-209.931852,,-57.8131869,-280.3616197
-206.4578565,,-58.12969527,-279.7737907
-198.9366195,,-57.68554127,-278.8492553
