Experiment 1,Experiment 2,Experiment 3,Experiment 4
-1361.434049,189.77,-1185.122651,-457.5752572
-1367.002424,190.77,-1184.08056,-456.3277916
-1376.543919,191.65,-1181.590418,-452.6440245
-1374.202638,192.62,-1179.497427,-445.4663167
-1365.741308,192.62,-1185.67359,-443.8561133
-1353.096921,192.97,-1187.844079,-444.4042826
-1355.317058,192.63,-1188.214287,-440.9958897
-1362.145337,192.85,-1175.959094,-416.6558852
-1348.484051,193.22,-1175.268618,-414.6996985
-1323.420866,193.22,-1173.837394,-408.2217644
-1270.819063,194.28,-1166.695856,-400.0338818
-1206.84984,194.95,-1167.413226,-398.0880343
-1175.790911,194.95,-1165.602439,-396.2462688
-1187.576208,195.64,-1179.067809,-388.1792754
-1174.765028,195.64,-1164.816032,-381.5055718
-1168.735892,195.57,-1167.516563,-379.9766669
-1166.610864,195.57,-1163.247031,-373.1958003
-1155.480575,194.86,-1162.364905,-369.8218468
-1153.136061,195.27,-1149.931488,-366.0738628
-1151.285464,195.27,-1148.664509,-360.7471442
-1145.78206,195.51,-1176.001679,-354.7558782
-1137.933401,195.51,-1181.288459,-354.5665384
-1126.701725,195.51,-1161.740886,-355.3736028
-1118.428921,195.51,-1163.124294,-352.8127645
-1112.391369,195.51,-1172.084203,-348.903864
-1110.155913,195.51,-1170.98128,-348.3027061
-1094.182974,195.51,-1178.015696,-346.2356568
-1089.757714,195.51,-1185.846013,-343.9993818
-1080.50181,194.97,-1187.70594,-342.0963783
-1085.591268,194.97,-1203.940796,-341.2943407
-1088.229592,194.97,-1204.293668,-339.343186
-1084.825834,194.97,-1198.60548,-338.51555
-1086.61932,194.97,-1198.266617,-339.7920425
-1088.06022,194.97,-1203.09193,-340.521557
-1061.987416,194.97,-1201.245535,-338.3294499
-1078.292245,194.97,-1209.256886,-340.2923236
-1094.468034,195.19,-1217.853637,-341.13762
-1106.672464,195.19,-1217.533929,-340.6976825
-1122.001012,195.19,-1215.420065,-339.5183606
-1153.702743,195.19,-1208.328566,-338.1172203
-1169.088341,195.19,-1209.720583,-338.9733581
-1172.677427,195.19,-1210.20839,-339.1086753
-1169.963262,195.19,-1208.477687,-340.4721069
-1193.054776,195.19,-1210.734421,-341.5175425
-1209.420803,195.19,-1210.807491,-342.463347
-1204.569468,195.19,-1203.831713,-342.5497908
-1245.587241,195.19,-1197.245094,-343.9336316
-1268.395342,195.19,-1188.632574,-343.6898878
-1270.713475,195.19,-1174.035509,-342.474751
-1269.828909,195.19,-1173.581588,-341.102897
-1312.767186,195.19,-1171.152164,-340.6231505
-1315.115214,195.19,-1169.913257,-346.1246867
-1326.085259,195.19,-1163.920203,-344.2053916
-1337.632588,195.19,-1160.544009,-342.8360755
-1341.275892,195.19,-1149.971237,-342.8604078
-1361.748761,195.19,-1151.059957,-342.135999
-1377.395784,195.19,-1146.525133,-342.1328471
-1376.387028,195.19,-1143.257981,-341.6481597
-1440.713746,195.19,-1133.545454,-343.9224036
-1434.803693,195.19,-1117.951281,-342.5834639
-1403.442592,195.2,-1096.658415,-343.9983732
-1373.019606,195.2,-1099.472358,-345.939567
-1383.366807,195.2,-1102.698023,-348.9471759
-1381.611146,195.2,-1100.564423,-348.2927998
-1377.354004,195.2,-1100.374499,-349.0585099
-1376.594373,195.2,-1084.636009,-349.7610167
-1394.769545,195.48,-1082.260938,-349.3000884
-1423.966768,195.48,-1079.462564,-348.274965
-1419.475182,195.48,-1067.350719,-350.9960955
-1431.669172,195.48,-1052.524937,-351.1308179
-1424.241338,195.48,-1038.295198,-351.1293571
-1420.182065,195.48,-1042.468103,-354.2893931
-1415.69974,195.48,-1031.762023,-355.4329961
-1418.979024,195.48,-1033.98015,-353.9909802
-1436.228603,195.48,-1034.271146,-353.8995497
-1451.332712,195.62,-1032.107734,-352.4142017
-1434.467218,195.7,-1016.076883,-350.2428493
-1458.112274,195.7,-1016.120602,-351.3043259
-1459.981943,195.7,-1017.078506,-353.1471467
-1476.593794,195.7,-1006.157753,-354.5823131
-1495.123745,195.7,-1006.195113,-353.2965857
-1478.00674,195.7,-1003.048532,-353.8302067
-1490.905463,195.7,-999.3915295,-353.6755387
-1474.685807,195.7,-997.1153962,-349.6788121
-1467.117557,195.7,-991.5281761,-347.8756208
-1463.949483,195.7,-989.351588,-347.0524194
-1471.420432,196,-985.0708412,-347.7143487
-1496.725384,196,-982.565071,-352.7164265
-1492.928237,196,-970.2875425,-352.6688525
-1511.552476,196,-966.005223,-355.4391666
-1507.461452,196,-949.3151963,-358.2844337
-1515.1823,196,-948.7982907,-356.8358319
-1522.634442,196,-946.7138367,-356.791493
-1553.479646,196,-948.1425724,-359.9445464
-1548.640877,196.26,-949.8896731,-361.5269799
-1563.459041,196.26,-949.2847446,-362.8340753
-1573.862654,196.26,-942.7638063,-364.6189352
-1583.648455,196.26,-940.7096418,-370.1257916
-1577.477411,196.26,-940.5825504,-372.4401929
-1628.567274,196.61,-949.4368995,-378.7050578
-1648.543026,196.86,-954.4906141,-381.2310585
-1680.039221,196.86,-958.7249813,-384.7383446
-1690.470123,196.86,-960.3308222,-383.3233046
-1735.8705,196.86,-967.9155522,-389.1591492
-1732.295209,196.86,-973.891504,-394.1262203
-1734.987835,197.53,-987.4635434,-393.3499401
-1739.210856,197.93,-1009.30117,-398.0400075
-1745.730865,198.46,-1014.903014,-402.2057791
-1744.112736,198.68,-1020.239785,-411.6286615
-1742.612631,198.68,-1028.360678,-415.622153
-1741.857362,198.68,-1037.269502,-419.1227776
-1733.162978,198.68,-1031.137871,-420.2141414
-1734.734221,198.68,-1033.648988,-421.2635678
-1725.233224,198.68,-1017.568227,-423.352562
-1727.532559,198.68,-1012.314487,-423.5906434
-1722.208072,198.75,-1004.909238,-426.8943811
-1713.559029,198.75,-1006.282264,-433.19661
-1713.792813,199.46,-1002.147356,-435.7353774
-1708.981765,199.46,-995.9072578,-439.877337
-1704.336797,199.46,-988.4792206,-439.7752163
-1703.89054,199.46,-962.3537578,-441.1221872
-1702.553249,199.46,-953.3672157,-439.8216003
-1700.890308,199.46,-950.6089424,-447.0844521
-1695.393919,199.46,-939.5125936,-447.0905442
-1697.769901,199.46,-928.6568074,-449.6269691
-1692.316435,199.46,-922.828039,-453.1164924
-1690.381593,199.46,-914.9758843,-454.1590134
-1688.086795,199.46,-903.0041448,-457.073659
-1688.809519,200,-895.3844013,-459.1454908
-1671.373438,200,-877.5069659,-459.18728
-1654.607161,200,-870.4504206,-461.1487619
-1650.95959,200,-865.4710134,-461.7208501
-1643.572862,200,-858.8470351,-460.4200828
-1631.312112,200,-851.7252864,-458.5375473
-1633.733252,200,-844.0174234,-459.2603331
-1617.288636,200,-834.5631575,-458.8400349
-1599.802391,,-818.5609689,-457.7528408
-1578.504989,,-811.6236691,-456.1562262
-1560.154592,,-806.6281072,-455.361538
-1527.15078,,-797.9531512,-455.7035993
-1506.56457,,-788.959838,-453.922484
-1501.81259,,-783.8054459,-452.0216187
-1502.542596,,-779.1095693,-450.3322037
-1478.169981,,-770.219004,-448.7272536
-1453.39841,,-766.5566128,-446.4498768
-1453.942796,,-760.496182,-445.7139371
-1411.076379,,-756.6710959,-443.5749064
-1370.215795,,-748.6198303,-441.6095704
-1365.369592,,-744.037257,-441.0851815
-1357.027063,,-736.7832608,-440.8113524
-1309.606637,,-731.2549992,-439.0160804
-1305.324334,,-723.5691059,-435.7645492
-1288.492598,,-713.9111479,-436.0591871
-1267.376243,,-709.4514711,-436.1059526
-1259.128927,,-706.814054,-435.924205
-1235.285746,,-696.5961184,-435.7860119
-1211.036986,,-691.4307875,-434.3530564
-1209.997448,,-690.3250322,-434.2003609
-1132.458282,,-686.5803452,-433.4571917
-1130.597299,,-685.9416346,-433.140612
-1129.545776,,-698.2918364,-430.715805
-1127.161092,,-689.4430586,-429.8064979
-1112.218924,,-686.3588498,-427.2584485
-1098.059165,,-681.6007649,-426.6089415
-1097.004301,,-680.159786,-424.5785412
-1082.438981,,-679.4418216,-422.2540539
-1062.315472,,-678.8986243,-420.6362151
-1031.926731,,-672.3698482,-419.3862439
-1032.286271,,-664.8575937,-415.9245873
-1011.266708,,-666.375038,-415.0702913
-1012.269308,,-665.618318,-413.7057796
-1009.462526,,-658.985922,-410.8126906
-1004.130079,,-658.9335667,-408.1552801
-989.3714964,,-667.3937784,-407.7884388
-966.6655254,,-662.2761726,-405.6999818
-944.7795889,,-662.4500117,-405.4163568
-946.2087039,,-668.3576787,-404.9982389
-919.6234988,,-662.0853984,-403.8889813
-911.0181751,,-662.31762,-402.3616708
-892.6542715,,-662.6747756,-401.1120161
-872.1663646,,-661.1238889,-398.8850437
-868.692336,,-656.0970672,-395.3622792
-853.5978739,,-655.3523143,-392.4505883
-855.1833392,,-652.1254023,-392.1307019
-843.3440877,,-651.0652161,-388.9574946
-840.8264298,,-654.954971,-385.4803478
-831.6500111,,-655.1748067,-384.3264883
-799.3608254,,-653.6429253,-379.5887201
-801.0197042,,-649.1206032,-376.1682247
-785.2528359,,-646.494408,-373.0761047
-774.2328304,,-652.0874564,-369.789963
-757.3259016,,-647.8841982,-366.4490624
-752.8496077,,-642.8384948,-362.0693419
-725.7097454,,-648.9683429,-359.5497428
-729.1024518,,-648.7483674,-354.8096608
-713.5943578,,-641.6609887,-349.1170655
-705.4755454,,-663.2279361,-343.6987869
-698.7811608,,-664.0791861,-338.518917
-703.6796765,,-682.8009891,-335.762154
-654.2486497,,-674.558711,-329.8757252
-629.194384,,-669.3960294,-326.01578
-593.1263823,,-672.6414926,-321.7154086
-572.6014112,,-667.9844245,-319.0933789
-520.5151947,,-680.8998155,-312.0559566
-518.4403753,,-689.2052163,-307.6849807
-517.3593014,,-688.3353384,-307.6114064
-516.8806955,,-666.2839804,-302.9074086
-509.9729912,,-703.0423527,-297.8100119
-505.4474503,,-714.775206,-282.862621
-502.8860735,,-711.1067642,-278.0550786
-506.5488539,,-707.5992364,-272.9293726
-509.3701895,,-708.2640361,-270.4562161
-511.5577139,,-707.2780309,-265.2763908
-513.1325566,,-711.0132232,-262.2566171
-514.5770835,,-709.5888767,-260.5896705
-514.9403375,,-716.6045576,-255.6478725
-514.8778086,,-735.3038288,-249.3512378
-515.2155575,,-742.2707887,-245.3609745
-514.0204021,,-754.3894967,-238.3405839
-513.2127172,,-762.2768608,-236.5262129
-509.7861917,,-779.2549312,-234.9018343
-507.609302,,-784.0149432,-233.6877008
-504.8873123,,-803.1191138,-224.2792508
-502.6814685,,-814.2570108,-221.2277133
-498.4347217,,-834.9260839,-217.7728908
-498.2423223,,-847.1258648,-212.0364475
-496.8368282,,-869.4340651,-208.9779176
-494.0183079,,-895.0235534,-204.6117764
-489.1315448,,-902.9398705,-201.1875127
-483.5307877,,-914.318376,-198.6247125
-478.7908874,,-916.457329,-195.3238977
-476.7053749,,-926.9821901,-193.6697019
-469.2090977,,-934.6173439,-191.6250194
-464.6518367,,-944.426104,-190.3655706
-458.7053128,,-948.6033596,-188.4884126
-453.5106601,,-947.0871961,-187.6959485
-449.9643117,,-949.6894606,-186.6724572
-447.0349304,,-950.852429,-185.608842
-444.8939936,,-953.3814397,-183.7766502
-440.1356215,,-954.3685311,-182.5443602
-433.0535446,,-958.2643857,-181.8647466
-427.1974433,,-958.3393087,-180.7233593
-423.8070962,,-957.166025,-179.9157816
-421.3909132,,-956.0630622,-177.3839349
-416.0654887,,-955.676439,-176.2636605
-413.4530642,,-955.5603443,-175.2877848
-411.3176442,,-957.1816677,-173.9910468
-408.457779,,-958.9303735,-173.2280091
-406.5987349,,-961.1857517,-173.3374696
-402.900025,,-963.0589346,-172.5866966
-400.2509788,,-964.4993916,-172.5747277
-397.7215295,,-968.9185155,-171.7133747
-394.8497564,,-970.6545801,-170.5241599
-393.365721,,-971.5331697,-170.1238593
-390.4268577,,-971.6518342,-168.3381288
-388.2332604,,-972.1687821,-168.2664652
-385.0850117,,-972.237584,-167.9299446
-383.3388686,,-972.2954258,-166.8752538
-380.9950651,,-972.3443672,-165.9411174
-378.6308612,,-972.3098735,-165.7933182
-376.3007969,,-958.0498553,-166.1094132
-375.4808442,,-956.2368738,-166.3970815
-373.8834048,,-954.5806401,-166.3435982
-371.9329515,,-955.1553917,-166.0281427
-369.7634176,,-952.9680818,-166.1442891
-366.8164017,,-947.2419123,-165.752739
-364.4679328,,-944.551913,-165.4938672
-360.9698259,,-947.3796926,-165.9628981
-357.583379,,-947.7674897,-165.9831244
-354.9525344,,-947.4927421,-165.0742118
-352.1270527,,-948.5675867,-164.8264313
-349.1625858,,-944.6188352,-164.9772314
-346.2519972,,-941.0213834,-165.3070509
-343.7264393,,-924.8777959,-165.1438189
-339.738605,,-928.5944478,-165.1793364
-335.9628287,,-926.6104598,-164.1782482
-331.986945,,-917.8039038,-163.6034689
-328.4387013,,-921.899472,-165.1080634
-325.050006,,-917.1016877,-165.2438176
-323.7043182,,-915.4195598,-164.5299543
-318.8318207,,-909.4981849,-164.040156
-316.0403608,,-907.077514,-163.4123691
-312.4719731,,-904.3104648,-163.9013361
-308.7719019,,-902.9083921,-164.3925886
-304.426802,,-901.6194956,-164.7668194
-304.9223803,,-893.3278593,-164.5194784
-301.1162421,,-890.7652419,-164.951699
-299.0677082,,-889.7689697,-164.3767769
-293.8915292,,-888.4510805,-164.0432758
-289.5109499,,-888.3939651,-164.14916
-283.9711242,,-881.9873905,-163.6716905
-279.7128558,,-878.9774434,-164.3221689
-274.3189565,,-880.2406209,-164.7092343
-267.712647,,-868.3435772,-164.5581145
-263.5989549,,-860.8299568,-164.2549986
-261.2764823,,-859.5397417,-163.8448619
-258.146933,,-829.362169,-163.2547134
-254.0384021,,-816.3354101,-163.7537413
-249.6692768,,-787.5046836,-164.537203
-245.6869815,,-782.4983744,-164.5138976
-242.3592666,,-774.2520526,-163.9209212
-241.8517499,,-759.6541338,-164.8329226
-236.6634624,,-756.2766,-163.9930358
-233.7217926,,-730.4014084,-165.2805993
-232.3149841,,-709.4705147,-163.9068861
-226.4625988,,-693.3771257,-163.6942234
-219.9270839,,-686.427223,-163.084996
-212.8714868,,-640.3919863,-163.0468994
-206.4265645,,-621.2759421,-164.3106313
-199.2643192,,-610.5384538,-165.191067
-192.2899846,,-601.6750939,-164.2041045
-184.9241322,,-596.9046706,-164.4357019
-177.1951475,,-591.9953329,-165.3959017
-170.9096558,,-586.4213601,-165.3806759
-163.8505463,,-587.4746594,-166.314005
-159.1871668,,-579.7106074,-166.3317656
-155.1696839,,-555.8556364,-167.2546351
-152.2191036,,-550.0742751,-166.5233002
-149.9917282,,-538.4993267,-166.4643088
-147.7954559,,-532.228533,-166.4159308
-147.3419612,,-515.6370187,-166.7763084
-146.2817965,,-511.0999663,-167.0877746
-145.7756974,,-491.4071843,-166.8237966
-145.5559081,,-480.6681473,-166.6575436
-145.4933039,,-461.2183906,-167.0424297
-145.3969332,,-448.9865391,-167.5361458
-145.7390598,,-426.3144205,-168.0574179
-146.2191197,,-401.9179549,-168.7677963
-147.1155074,,-394.7856978,-169.904775
-148.7196205,,-382.3938215,-171.3356327
-150.509109,,-379.634567,-171.859333
-151.9658127,,-369.3017563,-172.1422492
-152.9839078,,-360.0571521,-173.0589682
-154.099325,,-349.9421115,-173.7495184
-155.9657455,,-345.6379357,-174.5243
-157.8093506,,-346.0206576,-173.9695961
-159.942439,,-342.4353614,-175.0948145
-162.2203651,,-341.5299739,-175.012535
-163.6252086,,-337.9701397,-175.768426
-164.5315245,,-335.8788686,-176.5452848
-166.1200714,,-332.0245493,-176.4313366
-166.2882755,,-330.0528586,-177.4579607
-166.7417191,,-328.7348397,-177.8837078
-167.8761945,,-327.5504844,-179.949722
-167.5743879,,-326.2220008,-181.0297908
-167.9986538,,-324.9183451,-180.7925009
-168.4044471,,-323.2886907,-182.0590727
-167.2556741,,-321.0212881,-183.1778428
-167.1853417,,-318.5042038,-182.1177736
-167.0207803,,-315.5090737,-182.0553078
-167.0012902,,-312.9969383,-182.2217815
-166.8437285,,-309.1473878,-182.9036491
-167.3170417,,-308.1742663,-184.4066005
-167.9945161,,-305.0680864,-184.9072548
-168.5223073,,-304.8196279,-185.8848176
-169.6552121,,-304.6476339,-183.6910014
-170.6460562,,-304.4285411,-184.3538546
-171.3071806,,-303.2911546,-185.5297867
-172.5984692,,-301.6405952,-186.6723661
-173.3917961,,-299.7566252,-187.0690572
-173.9942389,,-298.1787617,-186.5521195
-174.7021423,,-296.3436669,-186.7202922
-175.8073771,,-294.4185215,-186.9368562
-176.9013981,,-291.7976527,-185.044854
-178.287665,,-289.7289848,-184.7689805
-179.3931348,,-290.4525804,-184.8800403
-180.4748178,,-287.5459985,-184.9464321
-181.6240521,,-286.1122463,-184.6611988
-182.2501727,,-284.3381795,-184.2149127
-182.4596556,,-281.1570161,-184.2248179
-182.6685951,,-278.5527523,-183.5448529
-182.6531532,,-277.053712,-183.1563474
-182.2707297,,-276.8488848,-182.2325628
-181.9900209,,-277.6837517,-182.2167166
-181.6978262,,-274.469716,-182.5650683
-180.9285735,,-270.1896486,-182.827147
-179.5324153,,-267.3176706,-182.1213149
-179.2464856,,-262.3114575,-182.0377185
-178.2961662,,-259.1152263,-181.0521527
-176.2644424,,-256.7290179,-180.6323352
-175.8862862,,-253.4096135,-180.0001333
-174.2938348,,-250.7915961,-179.3713988
-170.544228,,-247.5717186,-178.3699258
-168.7564468,,-244.3039767,-176.9677944
-165.8277062,,-242.4081815,-176.0095303
-160.5284381,,-239.898576,-175.1424043
-158.533862,,-237.4215968,-173.9740477
-154.9249269,,-235.019316,-172.6786934
-153.2502125,,-232.3904078,-172.2189978
-147.9850255,,-231.1852728,-170.548712
-143.6751563,,-228.7166263,-170.0943372
-138.5762117,,-227.3652979,-169.2276415
-134.5779627,,-224.9553033,-167.1197452
-133.2307066,,-223.4736219,-166.4495082
-131.9572717,,-221.7211215,-166.1078428
-126.4779868,,-220.448136,-166.7652407
-120.3828842,,-218.3023545,-167.0373344
-115.6409906,,-217.6071247,-166.2455828
-110.8091364,,-217.6429773,-163.0962657
-105.6504154,,-216.8326532,-161.8611242
-100.8327116,,-216.6522581,-161.5657581
-96.51486001,,-217.2126369,-159.6909609
-94.21858953,,-218.9105344,-160.3986399
-90.12366364,,-219.8020179,-159.1734403
