Episode,Train Reward,Test Reward,Mean Train Reward,Mean Test Reward,Duration
1,11.0,74.0,11.0,74.0,91.17512392997742
2,20.0,33.0,15.5,53.5,91.17512392997742
3,16.0,98.0,15.666666666666666,68.33333333333333,91.17512392997742
4,56.0,61.0,25.75,66.5,91.17512392997742
5,81.0,114.0,36.8,76.0,91.17512392997742
6,11.0,91.0,32.5,78.5,91.17512392997742
7,31.0,76.0,32.285714285714285,78.14285714285714,91.17512392997742
8,56.0,113.0,35.25,82.5,91.17512392997742
9,21.0,200.0,33.666666666666664,95.55555555555556,91.17512392997742
10,24.0,200.0,32.7,106.0,91.17512392997742
11,20.0,197.0,31.545454545454547,114.27272727272727,91.17512392997742
12,12.0,200.0,29.916666666666668,121.41666666666667,91.17512392997742
13,26.0,163.0,29.615384615384617,124.61538461538461,91.17512392997742
14,27.0,157.0,29.428571428571427,126.92857142857143,91.17512392997742
15,26.0,200.0,29.2,131.8,91.17512392997742
16,10.0,200.0,28.0,136.0625,91.17512392997742
17,27.0,200.0,27.941176470588236,139.8235294117647,91.17512392997742
18,34.0,200.0,28.27777777777778,143.16666666666666,91.17512392997742
19,26.0,163.0,28.157894736842106,144.21052631578948,91.17512392997742
20,19.0,200.0,27.7,147.0,91.17512392997742
21,12.0,200.0,26.952380952380953,149.52380952380952,91.17512392997742
22,22.0,200.0,26.727272727272727,151.8181818181818,91.17512392997742
23,14.0,193.0,26.17391304347826,153.6086956521739,91.17512392997742
24,15.0,200.0,25.708333333333332,155.54166666666666,91.17512392997742
25,30.0,136.0,25.88,154.76,91.17512392997742
26,17.0,200.0,25.53846153846154,156.5,91.17512392997742
27,22.0,200.0,25.40740740740741,158.11111111111111,91.17512392997742
28,36.0,159.0,25.785714285714285,158.14285714285714,91.17512392997742
29,13.0,200.0,25.344827586206897,159.58620689655172,91.17512392997742
30,17.0,200.0,25.066666666666666,160.93333333333334,91.17512392997742
31,16.0,200.0,24.774193548387096,162.19354838709677,91.17512392997742
32,18.0,200.0,24.5625,163.375,91.17512392997742
33,24.0,180.0,24.545454545454547,163.87878787878788,91.17512392997742
34,55.0,163.0,25.441176470588236,163.85294117647058,91.17512392997742
35,23.0,200.0,25.37142857142857,164.88571428571427,91.17512392997742
36,21.0,159.0,25.25,164.72222222222223,91.17512392997742
37,19.0,158.0,25.08108108108108,164.54054054054055,91.17512392997742
38,54.0,200.0,25.842105263157894,165.47368421052633,91.17512392997742
39,21.0,200.0,25.71794871794872,166.35897435897436,91.17512392997742
40,52.0,200.0,26.375,167.2,91.17512392997742
41,13.0,184.0,26.048780487804876,167.609756097561,91.17512392997742
42,15.0,163.0,25.785714285714285,167.5,91.17512392997742
43,24.0,167.0,25.74418604651163,167.48837209302326,91.17512392997742
44,13.0,194.0,25.454545454545453,168.0909090909091,91.17512392997742
45,18.0,200.0,25.288888888888888,168.8,91.17512392997742
46,23.0,200.0,25.23913043478261,169.47826086956522,91.17512392997742
47,24.0,159.0,25.21276595744681,169.25531914893617,91.17512392997742
48,82.0,200.0,26.395833333333332,169.89583333333334,91.17512392997742
49,67.0,200.0,27.224489795918366,170.51020408163265,91.17512392997742
50,17.0,200.0,27.02,171.1,91.17512392997742
